onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.3296496	1	1	Delay	NonPred	4	2	7	0.3296496	stim_3_A.png	stim_11_A.png
10.5	2.3494911	2	1	Delay	NonPred	4	1	8	0.3494911	stim_3_A.png	stim_6_A.png
15	2.2894772	3	1	Delay	NonPred	4	2	8	0.2894772	stim_3_A.png	stim_6_A.png
19.5	2.5495861	4	1	Delay	NonPred	4	1	8	0.5495861	stim_3_A.png	stim_6_A.png
24	2.2978904	5	1	Delay	NonPred	4	2	7	0.2978904	stim_3_A.png	stim_11_A.png
46.5	2.4701132	6	2	Delay	Pred	1	2	1	0.4701132	stim_12_A.png	stim_9_A.png
51	2.3139905	7	2	Delay	Pred	2	1	3	0.3139905	stim_4_A.png	stim_1_A.png
55.5	2.2698431	8	2	Delay	Pred	1	2	2	0.2698431	stim_12_A.png	stim_8_A.png
60	2.7702803	9	2	Delay	Pred	2	1	3	0.7702803	stim_4_A.png	stim_1_A.png
64.5	2.2626409	10	2	Delay	Pred	2	2	4	0.2626409	stim_4_A.png	stim_10_A.png
87	2.3867931	11	3	Delay	NonPred	4	2	7	0.3867931	stim_3_A.png	stim_11_A.png
91.5	2.374602	12	3	Delay	NonPred	4	1	8	0.374602	stim_3_A.png	stim_6_A.png
96	2.7870916	13	3	Delay	NonPred	4	2	7	0.7870916	stim_3_A.png	stim_11_A.png
100.5	2.5659659	14	3	Delay	NonPred	3	1	5	0.5659659	stim_2_A.png	stim_7_A.png
105	2.2991415	15	3	Delay	NonPred	3	2	6	0.2991415	stim_2_A.png	stim_5_A.png
127.5	2.3512712	16	4	Delay	Pred	1	1	1	0.3512712	stim_12_A.png	stim_9_A.png
132	2.3554787	17	4	Delay	Pred	1	2	2	0.3554787	stim_12_A.png	stim_8_A.png
136.5	2.3432835	18	4	Delay	Pred	1	1	1	0.3432835	stim_12_A.png	stim_9_A.png
141	2.2757829	19	4	Delay	Pred	1	2	2	0.2757829	stim_12_A.png	stim_8_A.png
145.5	2.4395878	20	4	Delay	Pred	2	1	3	0.4395878	stim_4_A.png	stim_1_A.png
168	2.331729	21	5	Delay	NonPred	3	2	6	0.331729	stim_2_A.png	stim_5_A.png
172.5	2.5360764	22	5	Delay	NonPred	3	1	6	0.5360764	stim_2_A.png	stim_5_A.png
177	2.484067	23	5	Delay	NonPred	4	2	8	0.484067	stim_3_A.png	stim_6_A.png
181.5	2.4001644	24	5	Delay	NonPred	4	1	7	0.4001644	stim_3_A.png	stim_11_A.png
186	2.588165	25	5	Delay	NonPred	3	2	5	0.588165	stim_2_A.png	stim_7_A.png
208.5	2.7762638	26	6	Delay	Pred	1	1	1	0.7762638	stim_12_A.png	stim_9_A.png
213	2.4687193	27	6	Delay	Pred	1	2	2	0.4687193	stim_12_A.png	stim_8_A.png
217.5	2.4004853	28	6	Delay	Pred	2	1	3	0.4004853	stim_4_A.png	stim_1_A.png
222	2.2846201	29	6	Delay	Pred	1	2	2	0.2846201	stim_12_A.png	stim_8_A.png
226.5	2.6406625	30	6	Delay	Pred	1	1	1	0.6406625	stim_12_A.png	stim_9_A.png
249	2.5647884	31	7	Delay	NonPred	3	1	6	0.5647884	stim_2_A.png	stim_5_A.png
253.5	2.2886896	32	7	Delay	NonPred	3	2	6	0.2886896	stim_2_A.png	stim_5_A.png
258	2.3088722	33	7	Delay	NonPred	3	1	5	0.3088722	stim_2_A.png	stim_7_A.png
262.5	2.2411419	34	7	Delay	NonPred	3	2	5	0.2411419	stim_2_A.png	stim_7_A.png
267	2.6450658	35	7	Delay	NonPred	3	1	5	0.6450658	stim_2_A.png	stim_7_A.png
289.5	2.3454766	36	8	Delay	Pred	2	2	4	0.3454766	stim_4_A.png	stim_10_A.png
294	2.2693809	37	8	Delay	Pred	2	1	3	0.2693809	stim_4_A.png	stim_1_A.png
298.5	2.4334025	38	8	Delay	Pred	2	2	4	0.4334025	stim_4_A.png	stim_10_A.png
303	2.2852994	39	8	Delay	Pred	2	2	4	0.2852994	stim_4_A.png	stim_10_A.png
307.5	2.337404	40	8	Delay	Pred	2	1	3	0.337404	stim_4_A.png	stim_1_A.png
