onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.4378359	1	1	Delay	NonPred	3	1	5	0.4378359	stim_9_A.png	stim_5_A.png
10.5	2.3068618	2	1	Delay	NonPred	4	1	7	0.3068618	stim_12_A.png	stim_6_A.png
15	2.2953672	3	1	Delay	NonPred	4	2	8	0.2953672	stim_12_A.png	stim_10_A.png
19.5	2.3216726	4	1	Delay	NonPred	4	1	7	0.3216726	stim_12_A.png	stim_6_A.png
24	2.001682706	5	1	Delay	NonPred	3	2	6	0.001682706	stim_9_A.png	stim_7_A.png
46.5	2.3943256	6	2	Delay	Pred	2	1	3	0.3943256	stim_1_A.png	stim_11_A.png
51	2.5263007	7	2	Delay	Pred	1	2	2	0.5263007	stim_8_A.png	stim_4_A.png
55.5	2.3862681	8	2	Delay	Pred	2	2	4	0.3862681	stim_1_A.png	stim_3_A.png
60	2.2380122	9	2	Delay	Pred	2	1	3	0.2380122	stim_1_A.png	stim_11_A.png
64.5	2.06531713	10	2	Delay	Pred	2	1	3	0.06531713	stim_1_A.png	stim_11_A.png
87	2.4717798	11	3	Delay	NonPred	4	1	8	0.4717798	stim_12_A.png	stim_10_A.png
91.5	2.2258075	12	3	Delay	NonPred	4	2	7	0.2258075	stim_12_A.png	stim_6_A.png
96	2.2939193	13	3	Delay	NonPred	3	1	5	0.2939193	stim_9_A.png	stim_5_A.png
100.5	2.3530046	14	3	Delay	NonPred	4	2	7	0.3530046	stim_12_A.png	stim_6_A.png
105	2.4229103	15	3	Delay	NonPred	4	1	8	0.4229103	stim_12_A.png	stim_10_A.png
127.5	2.314993	16	4	Delay	Pred	2	1	3	0.314993	stim_1_A.png	stim_11_A.png
132	2.797769	17	4	Delay	Pred	1	1	1	0.797769	stim_8_A.png	stim_2_A.png
136.5	2.2738469	18	4	Delay	Pred	2	1	3	0.2738469	stim_1_A.png	stim_11_A.png
141	2.1815032	19	4	Delay	Pred	1	2	1	0.1815032	stim_8_A.png	stim_2_A.png
145.5	2.3545332	20	4	Delay	Pred	2	1	3	0.3545332	stim_1_A.png	stim_11_A.png
168	2.3266503	21	5	Delay	NonPred	3	1	5	0.3266503	stim_9_A.png	stim_5_A.png
172.5	2.346976	22	5	Delay	NonPred	3	1	6	0.346976	stim_9_A.png	stim_7_A.png
177	2.231512	23	5	Delay	NonPred	3	2	5	0.231512	stim_9_A.png	stim_5_A.png
181.5	2.1463502	24	5	Delay	NonPred	3	1	6	0.1463502	stim_9_A.png	stim_7_A.png
186	2.7675101	25	5	Delay	NonPred	4	2	7	0.7675101	stim_12_A.png	stim_6_A.png
208.5	2.4350593	26	6	Delay	Pred	1	2	2	0.4350593	stim_8_A.png	stim_4_A.png
213	2.07873802	27	6	Delay	Pred	1	1	1	0.07873802	stim_8_A.png	stim_2_A.png
217.5	2.8191483	28	6	Delay	Pred	1	2	2	0.8191483	stim_8_A.png	stim_4_A.png
222	2.3660857	29	6	Delay	Pred	1	1	1	0.3660857	stim_8_A.png	stim_2_A.png
226.5	2.1158315	30	6	Delay	Pred	2	1	3	0.1158315	stim_1_A.png	stim_11_A.png
249	3.223805	31	7	Delay	NonPred	3	1	5	1.223805	stim_9_A.png	stim_5_A.png
253.5	2.6126232	32	7	Delay	NonPred	4	1	8	0.6126232	stim_12_A.png	stim_10_A.png
258	2.3992035	33	7	Delay	NonPred	4	2	8	0.3992035	stim_12_A.png	stim_10_A.png
262.5	2.3235526	34	7	Delay	NonPred	3	1	6	0.3235526	stim_9_A.png	stim_7_A.png
267	2.1019965	35	7	Delay	NonPred	3	1	6	0.1019965	stim_9_A.png	stim_7_A.png
289.5	2.6596258	36	8	Delay	Pred	2	1	3	0.6596258	stim_1_A.png	stim_11_A.png
294	2.001800452	37	8	Delay	Pred	1	2	2	0.001800452	stim_8_A.png	stim_4_A.png
298.5	2.3234648	38	8	Delay	Pred	1	1	1	0.3234648	stim_8_A.png	stim_2_A.png
303	2.4238172	39	8	Delay	Pred	1	2	2	0.4238172	stim_8_A.png	stim_4_A.png
307.5	2.2916077	40	8	Delay	Pred	2	1	3	0.2916077	stim_1_A.png	stim_11_A.png
