onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2	1	1	NoDelay	NonPred	7	0	0	n/a
10.5	2	2	1	NoDelay	NonPred	8	0	0	n/a
15	2	3	1	NoDelay	NonPred	8	0	0	n/a
19.5	2	4	1	NoDelay	NonPred	7	0	0	n/a
24	2	5	1	NoDelay	NonPred	8	0	0	n/a
46.5	2	6	2	NoDelay	Pred	6	0	0	n/a
51	2.1721198	7	2	NoDelay	Pred	6	2	12	0.1721198
55.5	2.2721512	8	2	NoDelay	Pred	6	1	11	0.2721512
60	2.2126162	9	2	NoDelay	Pred	5	2	10	0.2126162
64.5	2.2887009	10	2	NoDelay	Pred	5	1	9	0.2887009
87	2.2689495	11	3	NoDelay	NonPred	8	2	16	0.2689495
91.5	2.2734946	12	3	NoDelay	NonPred	8	1	15	0.2734946
96	2.308698	13	3	NoDelay	NonPred	7	2	14	0.308698
100.5	2.177253	14	3	NoDelay	NonPred	7	1	13	0.177253
105	2.3254152	15	3	NoDelay	NonPred	7	2	14	0.3254152
127.5	2.337959	16	4	NoDelay	Pred	6	1	12	0.337959
132	2.2290757	17	4	NoDelay	Pred	5	2	10	0.2290757
136.5	2.4422541	18	4	NoDelay	Pred	6	1	11	0.4422541
141	2.4858876	19	4	NoDelay	Pred	6	2	12	0.4858876
145.5	2.785122	20	4	NoDelay	Pred	5	1	9	0.785122
168	2.3095769	21	5	NoDelay	NonPred	8	2	15	0.3095769
172.5	3.433633	22	5	NoDelay	NonPred	8	1	16	1.433633
177	2.3497731	23	5	NoDelay	NonPred	8	2	16	0.3497731
181.5	2.00084656	24	5	NoDelay	NonPred	8	1	16	0.00084656
186	2.4223058	25	5	NoDelay	NonPred	7	2	13	0.4223058
208.5	3.146563	26	6	NoDelay	Pred	6	2	12	1.146563
213	2.2541876	27	6	NoDelay	Pred	5	2	10	0.2541876
217.5	2.3703615	28	6	NoDelay	Pred	6	1	11	0.3703615
222	2.2871986	29	6	NoDelay	Pred	6	2	12	0.2871986
226.5	2.3948777	30	6	NoDelay	Pred	6	1	11	0.3948777
249	2.2876017	31	7	NoDelay	NonPred	7	2	13	0.2876017
253.5	2.3153609	32	7	NoDelay	NonPred	7	1	13	0.3153609
258	2.2871487	33	7	NoDelay	NonPred	7	2	14	0.2871487
262.5	2.2838029	34	7	NoDelay	NonPred	8	1	15	0.2838029
267	2.631749	35	7	NoDelay	NonPred	7	2	13	0.631749
289.5	2.276091	36	8	NoDelay	Pred	5	2	10	0.276091
294	2.3758818	37	8	NoDelay	Pred	5	1	9	0.3758818
298.5	2.3240614	38	8	NoDelay	Pred	5	2	10	0.3240614
303	2.06347228	39	8	NoDelay	Pred	5	1	9	0.06347228
307.5	2.4443549	40	8	NoDelay	Pred	5	2	10	0.4443549
