onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.000876148	1	1	Delay	Pred	2	2	4	0.000876148	stim_4_A.png	stim_10_A.png
10.5	2.3034473	2	1	Delay	Pred	2	1	3	0.3034473	stim_4_A.png	stim_1_A.png
15	2.4914147	3	1	Delay	Pred	1	2	2	0.4914147	stim_12_A.png	stim_8_A.png
19.5	2.2629267	4	1	Delay	Pred	2	1	3	0.2629267	stim_4_A.png	stim_1_A.png
24	2.2192943	5	1	Delay	Pred	1	2	2	0.2192943	stim_12_A.png	stim_8_A.png
46.5	2.4550178	6	2	Delay	NonPred	3	1	5	0.4550178	stim_2_A.png	stim_7_A.png
51	2.2675832	7	2	Delay	NonPred	4	2	7	0.2675832	stim_3_A.png	stim_11_A.png
55.5	2.2561144	8	2	Delay	NonPred	3	1	5	0.2561144	stim_2_A.png	stim_7_A.png
60	2.2279034	9	2	Delay	NonPred	3	2	5	0.2279034	stim_2_A.png	stim_7_A.png
64.5	2.05566347	10	2	Delay	NonPred	3	1	6	0.05566347	stim_2_A.png	stim_5_A.png
87	2.2040117	11	3	Delay	Pred	2	2	4	0.2040117	stim_4_A.png	stim_10_A.png
91.5	2.2405081	12	3	Delay	Pred	1	1	1	0.2405081	stim_12_A.png	stim_9_A.png
96	2.23668	13	3	Delay	Pred	1	2	2	0.23668	stim_12_A.png	stim_8_A.png
100.5	2.1523272	14	3	Delay	Pred	2	1	3	0.1523272	stim_4_A.png	stim_1_A.png
105	2.000918289	15	3	Delay	Pred	1	2	2	0.000918289	stim_12_A.png	stim_8_A.png
127.5	2.000934424	16	4	Delay	NonPred	4	2	8	0.000934424	stim_3_A.png	stim_6_A.png
132	2.2689824	17	4	Delay	NonPred	4	1	8	0.2689824	stim_3_A.png	stim_6_A.png
136.5	2.1370559	18	4	Delay	NonPred	4	2	8	0.1370559	stim_3_A.png	stim_6_A.png
141	2.1962249	19	4	Delay	NonPred	3	1	5	0.1962249	stim_2_A.png	stim_7_A.png
145.5	2.00920836	20	4	Delay	NonPred	4	2	7	0.00920836	stim_3_A.png	stim_11_A.png
168	2.5	21	5	Delay	Pred	2	0	0	n/a	stim_4_A.png	n/a
172.5	2.06547941	22	5	Delay	Pred	1	1	1	0.06547941	stim_12_A.png	stim_9_A.png
177	2.2297393	23	5	Delay	Pred	1	2	2	0.2297393	stim_12_A.png	stim_8_A.png
181.5	2.09740921	24	5	Delay	Pred	1	1	1	0.09740921	stim_12_A.png	stim_9_A.png
186	2.157313	25	5	Delay	Pred	2	2	4	0.157313	stim_4_A.png	stim_10_A.png
208.5	2.2576303	26	6	Delay	NonPred	3	2	6	0.2576303	stim_2_A.png	stim_5_A.png
213	2.00089171	27	6	Delay	NonPred	4	1	8	0.00089171	stim_3_A.png	stim_6_A.png
217.5	2.2422281	28	6	Delay	NonPred	3	2	6	0.2422281	stim_2_A.png	stim_5_A.png
222	2.2055164	29	6	Delay	NonPred	3	1	5	0.2055164	stim_2_A.png	stim_7_A.png
226.5	2.234363	30	6	Delay	NonPred	4	2	7	0.234363	stim_3_A.png	stim_11_A.png
249	2.07036199	31	7	Delay	Pred	2	2	3	0.07036199	stim_4_A.png	stim_1_A.png
253.5	2.1144525	32	7	Delay	Pred	1	1	1	0.1144525	stim_12_A.png	stim_9_A.png
258	2.01476436	33	7	Delay	Pred	2	2	4	0.01476436	stim_4_A.png	stim_10_A.png
262.5	2.000921359	34	7	Delay	Pred	1	1	1	0.000921359	stim_12_A.png	stim_9_A.png
267	2.07836017	35	7	Delay	Pred	2	2	4	0.07836017	stim_4_A.png	stim_10_A.png
289.5	2.000846173	36	8	Delay	NonPred	4	2	7	0.000846173	stim_3_A.png	stim_11_A.png
294	2.2149009	37	8	Delay	NonPred	4	1	7	0.2149009	stim_3_A.png	stim_11_A.png
298.5	2.5319311	38	8	Delay	NonPred	3	2	6	0.5319311	stim_2_A.png	stim_5_A.png
303	2.2467586	39	8	Delay	NonPred	3	1	5	0.2467586	stim_2_A.png	stim_7_A.png
307.5	2.6907875	40	8	Delay	NonPred	4	2	7	0.6907875	stim_3_A.png	stim_11_A.png
