onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2	1	1	NoDelay	Pred	5	0	0	n/a
10.5	2.2290412	2	1	NoDelay	Pred	6	2	12	0.2290412
15	2.009123738	3	1	NoDelay	Pred	6	1	11	0.009123738
19.5	2.000851655	4	1	NoDelay	Pred	6	2	12	0.000851655
24	2.272476	5	1	NoDelay	Pred	6	1	11	0.272476
46.5	2.2529111	6	2	NoDelay	NonPred	7	2	14	0.2529111
51	2.273613	7	2	NoDelay	NonPred	8	1	15	0.273613
55.5	2.2850765	8	2	NoDelay	NonPred	8	2	16	0.2850765
60	2.2810878	9	2	NoDelay	NonPred	8	1	15	0.2810878
64.5	2.2451982	10	2	NoDelay	NonPred	8	2	16	0.2451982
87	2.09807263	11	3	NoDelay	Pred	5	2	10	0.09807263
91.5	2.000870806	12	3	NoDelay	Pred	6	1	12	0.000870806
96	2.000869893	13	3	NoDelay	Pred	5	2	10	0.000869893
100.5	2.55001	14	3	NoDelay	Pred	5	1	9	0.55001
105	2.000885861	15	3	NoDelay	Pred	6	2	12	0.000885861
127.5	2.2220912	16	4	NoDelay	NonPred	7	1	14	0.2220912
132	2.4101587	17	4	NoDelay	NonPred	8	2	15	0.4101587
136.5	2.2706648	18	4	NoDelay	NonPred	7	1	14	0.2706648
141	2.2827342	19	4	NoDelay	NonPred	8	1	16	0.2827342
145.5	2.04589069	20	4	NoDelay	NonPred	7	2	13	0.04589069
168	2.0745065	21	5	NoDelay	Pred	6	2	12	0.0745065
172.5	2.000849244	22	5	NoDelay	Pred	5	1	9	0.000849244
177	2.2987295	23	5	NoDelay	Pred	6	2	12	0.2987295
181.5	2.3985812	24	5	NoDelay	Pred	6	1	11	0.3985812
186	2.05892482	25	5	NoDelay	Pred	5	2	10	0.05892482
208.5	2.5906845	26	6	NoDelay	NonPred	8	2	16	0.5906845
213	2.0836455	27	6	NoDelay	NonPred	8	1	15	0.0836455
217.5	2.2392068	28	6	NoDelay	NonPred	7	2	14	0.2392068
222	2.1311524	29	6	NoDelay	NonPred	8	1	15	0.1311524
226.5	2.1835394	30	6	NoDelay	NonPred	7	2	14	0.1835394
249	2.07575255	31	7	NoDelay	Pred	5	2	10	0.07575255
253.5	2.000868621	32	7	NoDelay	Pred	5	1	9	0.000868621
258	2.1645511	33	7	NoDelay	Pred	6	2	12	0.1645511
262.5	2.5677687	34	7	NoDelay	Pred	5	1	9	0.5677687
267	2.3082353	35	7	NoDelay	Pred	5	2	10	0.3082353
289.5	2.3523984	36	8	NoDelay	NonPred	7	1	13	0.3523984
294	2.2680388	37	8	NoDelay	NonPred	8	2	16	0.2680388
298.5	2.00092594	38	8	NoDelay	NonPred	7	1	14	0.00092594
303	2.5081922	39	8	NoDelay	NonPred	7	2	13	0.5081922
307.5	2.000918688	40	8	NoDelay	NonPred	7	1	14	0.000918688
