onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.782919	1	1	NoDelay	Pred	6	1	11	0.782919	stim_12_B.png	stim_2_B.png
10.5	2.715318	2	1	NoDelay	Pred	6	2	12	0.715318	stim_12_B.png	stim_9_B.png
15	2.5761627	3	1	NoDelay	Pred	6	1	11	0.5761627	stim_12_B.png	stim_2_B.png
19.5	2.6521176	4	1	NoDelay	Pred	6	2	11	0.6521176	stim_12_B.png	stim_2_B.png
24	2.3512005	5	1	NoDelay	Pred	6	1	11	0.3512005	stim_12_B.png	stim_2_B.png
46.5	2.6356768	6	2	NoDelay	NonPred	7	1	14	0.6356768	stim_11_B.png	stim_3_B.png
51	2.551649	7	2	NoDelay	NonPred	7	2	14	0.551649	stim_11_B.png	stim_3_B.png
55.5	2.6209084	8	2	NoDelay	NonPred	8	1	15	0.6209084	stim_1_B.png	stim_10_B.png
60	2.6159175	9	2	NoDelay	NonPred	8	2	15	0.6159175	stim_1_B.png	stim_10_B.png
64.5	2.6432578	10	2	NoDelay	NonPred	8	2	16	0.6432578	stim_1_B.png	stim_8_B.png
87	2.6650205	11	3	NoDelay	Pred	6	2	12	0.6650205	stim_12_B.png	stim_9_B.png
91.5	2.6445386	12	3	NoDelay	Pred	5	1	9	0.6445386	stim_7_B.png	stim_4_B.png
96	2.6316455	13	3	NoDelay	Pred	5	2	10	0.6316455	stim_7_B.png	stim_5_B.png
100.5	2.8364917	14	3	NoDelay	Pred	6	1	11	0.8364917	stim_12_B.png	stim_2_B.png
105	2.9191418	15	3	NoDelay	Pred	5	2	10	0.9191418	stim_7_B.png	stim_5_B.png
127.5	2.6278076	16	4	NoDelay	NonPred	8	1	16	0.6278076	stim_1_B.png	stim_8_B.png
132	2.4396392	17	4	NoDelay	NonPred	8	2	15	0.4396392	stim_1_B.png	stim_10_B.png
136.5	2.7165267	18	4	NoDelay	NonPred	7	1	14	0.7165267	stim_11_B.png	stim_3_B.png
141	2.6792478	19	4	NoDelay	NonPred	8	2	16	0.6792478	stim_1_B.png	stim_8_B.png
145.5	2.4993681	20	4	NoDelay	NonPred	8	1	15	0.4993681	stim_1_B.png	stim_10_B.png
168	2.3996968	21	5	NoDelay	Pred	5	1	9	0.3996968	stim_7_B.png	stim_4_B.png
172.5	2.4849439	22	5	NoDelay	Pred	5	2	10	0.4849439	stim_7_B.png	stim_5_B.png
177	2.4245025	23	5	NoDelay	Pred	6	1	11	0.4245025	stim_12_B.png	stim_2_B.png
181.5	2.5967128	24	5	NoDelay	Pred	5	1	9	0.5967128	stim_7_B.png	stim_4_B.png
186	2.6071926	25	5	NoDelay	Pred	6	2	12	0.6071926	stim_12_B.png	stim_9_B.png
208.5	2.323336	26	6	NoDelay	NonPred	7	1	13	0.323336	stim_11_B.png	stim_6_B.png
213	2.4245338	27	6	NoDelay	NonPred	7	2	13	0.4245338	stim_11_B.png	stim_6_B.png
217.5	2.3490973	28	6	NoDelay	NonPred	8	1	16	0.3490973	stim_1_B.png	stim_8_B.png
222	2.3690368	29	6	NoDelay	NonPred	7	2	13	0.3690368	stim_11_B.png	stim_6_B.png
226.5	2.5310189	30	6	NoDelay	NonPred	8	1	16	0.5310189	stim_1_B.png	stim_8_B.png
249	2.8171889	31	7	NoDelay	Pred	5	1	9	0.8171889	stim_7_B.png	stim_4_B.png
253.5	2.308863	32	7	NoDelay	Pred	6	1	11	0.308863	stim_12_B.png	stim_2_B.png
258	2.001726295	33	7	NoDelay	Pred	5	2	10	0.001726295	stim_7_B.png	stim_5_B.png
262.5	2.9889864	34	7	NoDelay	Pred	5	2	10	0.9889864	stim_7_B.png	stim_5_B.png
267	2.7358731	35	7	NoDelay	Pred	5	1	9	0.7358731	stim_7_B.png	stim_4_B.png
289.5	2.5328209	36	8	NoDelay	NonPred	7	1	13	0.5328209	stim_11_B.png	stim_6_B.png
294	2.02380457	37	8	NoDelay	NonPred	7	2	13	0.02380457	stim_11_B.png	stim_6_B.png
298.5	2.667795	38	8	NoDelay	NonPred	8	1	15	0.667795	stim_1_B.png	stim_10_B.png
303	2.472391	39	8	NoDelay	NonPred	7	2	14	0.472391	stim_11_B.png	stim_3_B.png
307.5	2.4358655	40	8	NoDelay	NonPred	7	2	14	0.4358655	stim_11_B.png	stim_3_B.png
