onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.1519834	1	1	Delay	NonPred	3	2	5	0.1519834	stim_1_A.png	stim_12_A.png
10.5	2.000335891	2	1	Delay	NonPred	3	1	5	0.000335891	stim_1_A.png	stim_12_A.png
15	2.000294212	3	1	Delay	NonPred	4	2	7	0.000294212	stim_11_A.png	stim_7_A.png
19.5	2.06057001	4	1	Delay	NonPred	3	1	6	0.06057001	stim_1_A.png	stim_2_A.png
24	2.3295609	5	1	Delay	NonPred	4	2	8	0.3295609	stim_11_A.png	stim_10_A.png
46.5	2.380503	6	2	Delay	Pred	1	1	1	0.380503	stim_6_A.png	stim_8_A.png
51	2.4246545	7	2	Delay	Pred	2	2	4	0.4246545	stim_5_A.png	stim_3_A.png
55.5	2.2525899	8	2	Delay	Pred	1	1	1	0.2525899	stim_6_A.png	stim_8_A.png
60	2.2890337	9	2	Delay	Pred	1	2	2	0.2890337	stim_6_A.png	stim_4_A.png
64.5	2.2221099	10	2	Delay	Pred	2	1	3	0.2221099	stim_5_A.png	stim_9_A.png
87	2.4904093	11	3	Delay	NonPred	4	2	8	0.4904093	stim_11_A.png	stim_10_A.png
91.5	2.5260872	12	3	Delay	NonPred	4	1	7	0.5260872	stim_11_A.png	stim_7_A.png
96	2.2584624	13	3	Delay	NonPred	3	2	6	0.2584624	stim_1_A.png	stim_2_A.png
100.5	2.3179097	14	3	Delay	NonPred	3	1	6	0.3179097	stim_1_A.png	stim_2_A.png
105	2.000304475	15	3	Delay	NonPred	3	2	6	0.000304475	stim_1_A.png	stim_2_A.png
127.5	2.5338113	16	4	Delay	Pred	2	2	4	0.5338113	stim_5_A.png	stim_3_A.png
132	2.2909222	17	4	Delay	Pred	1	1	1	0.2909222	stim_6_A.png	stim_8_A.png
136.5	2.2781652	18	4	Delay	Pred	2	2	4	0.2781652	stim_5_A.png	stim_3_A.png
141	2.3464268	19	4	Delay	Pred	1	1	1	0.3464268	stim_6_A.png	stim_8_A.png
145.5	2.3907668	20	4	Delay	Pred	2	2	4	0.3907668	stim_5_A.png	stim_3_A.png
168	2.4019049	21	5	Delay	NonPred	4	2	7	0.4019049	stim_11_A.png	stim_7_A.png
172.5	2.3352726	22	5	Delay	NonPred	3	1	5	0.3352726	stim_1_A.png	stim_12_A.png
177	2.3707875	23	5	Delay	NonPred	3	2	5	0.3707875	stim_1_A.png	stim_12_A.png
181.5	2.2477775	24	5	Delay	NonPred	3	1	6	0.2477775	stim_1_A.png	stim_2_A.png
186	2.2903988	25	5	Delay	NonPred	4	2	8	0.2903988	stim_11_A.png	stim_10_A.png
208.5	2.287399	26	6	Delay	Pred	1	1	1	0.287399	stim_6_A.png	stim_8_A.png
213	2.339094	27	6	Delay	Pred	1	2	2	0.339094	stim_6_A.png	stim_4_A.png
217.5	2.231906	28	6	Delay	Pred	2	1	4	0.231906	stim_5_A.png	stim_3_A.png
222	2.3636991	29	6	Delay	Pred	2	2	4	0.3636991	stim_5_A.png	stim_3_A.png
226.5	2.3761132	30	6	Delay	Pred	1	1	1	0.3761132	stim_6_A.png	stim_8_A.png
249	2.242985	31	7	Delay	NonPred	4	2	7	0.242985	stim_11_A.png	stim_7_A.png
253.5	2.2963528	32	7	Delay	NonPred	4	2	7	0.2963528	stim_11_A.png	stim_7_A.png
258	2.000301274	33	7	Delay	NonPred	4	1	7	0.000301274	stim_11_A.png	stim_7_A.png
262.5	2.0002499	34	7	Delay	NonPred	3	1	5	0.0002499	stim_1_A.png	stim_12_A.png
267	2.3407138	35	7	Delay	NonPred	4	1	8	0.3407138	stim_11_A.png	stim_10_A.png
289.5	2.4965543	36	8	Delay	Pred	2	1	3	0.4965543	stim_5_A.png	stim_9_A.png
294	2.3006262	37	8	Delay	Pred	2	2	4	0.3006262	stim_5_A.png	stim_3_A.png
298.5	2.2331317	38	8	Delay	Pred	2	1	3	0.2331317	stim_5_A.png	stim_9_A.png
303	2.3075442	39	8	Delay	Pred	1	2	2	0.3075442	stim_6_A.png	stim_4_A.png
307.5	2.1444767	40	8	Delay	Pred	1	1	1	0.1444767	stim_6_A.png	stim_8_A.png
