onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.331914	1	1	Delay	NonPred	3	2	6	0.331914
10.5	2.312005	2	1	Delay	NonPred	4	1	8	0.312005
15	2.3653682	3	1	Delay	NonPred	3	2	5	0.3653682
19.5	2.2961302	4	1	Delay	NonPred	3	1	5	0.2961302
24	2.2608775	5	1	Delay	NonPred	4	2	7	0.2608775
46.5	2.809893	6	2	Delay	Pred	1	1	2	0.809893
51	2.363247	7	2	Delay	Pred	1	2	2	0.363247
55.5	2.4179739	8	2	Delay	Pred	2	1	3	0.4179739
60	2.2926546	9	2	Delay	Pred	2	2	4	0.2926546
64.5	2.3046523	10	2	Delay	Pred	2	1	3	0.3046523
87	2.4043915	11	3	Delay	NonPred	4	2	8	0.4043915
91.5	2.3852326	12	3	Delay	NonPred	4	1	8	0.3852326
96	2.3401555	13	3	Delay	NonPred	3	2	5	0.3401555
100.5	2.296294	14	3	Delay	NonPred	3	1	6	0.296294
105	2.3017814	15	3	Delay	NonPred	3	2	5	0.3017814
127.5	2.5214562	16	4	Delay	Pred	1	1	1	0.5214562
132	2.5252432	17	4	Delay	Pred	1	2	2	0.5252432
136.5	2.3528429	18	4	Delay	Pred	2	1	3	0.3528429
141	2.3735758	19	4	Delay	Pred	1	2	2	0.3735758
145.5	2.4723269	20	4	Delay	Pred	1	1	1	0.4723269
168	2.3802785	21	5	Delay	NonPred	3	2	6	0.3802785
172.5	2.2963853	22	5	Delay	NonPred	4	1	8	0.2963853
177	2.2772966	23	5	Delay	NonPred	3	2	6	0.2772966
181.5	2.2881409	24	5	Delay	NonPred	4	1	7	0.2881409
186	2.2767698	25	5	Delay	NonPred	3	2	6	0.2767698
208.5	2.3457288	26	6	Delay	Pred	2	1	3	0.3457288
213	2.509889	27	6	Delay	Pred	1	2	2	0.509889
217.5	2.393101	28	6	Delay	Pred	1	1	1	0.393101
222	2.3170339	29	6	Delay	Pred	2	2	4	0.3170339
226.5	3.241925	30	6	Delay	Pred	2	2	4	1.241925
249	2.2458806	31	7	Delay	NonPred	4	1	8	0.2458806
253.5	2.4405902	32	7	Delay	NonPred	4	2	7	0.4405902
258	2.3330523	33	7	Delay	NonPred	4	1	7	0.3330523
262.5	2.7521917	34	7	Delay	NonPred	4	2	7	0.7521917
267	2.1419034	35	7	Delay	NonPred	3	1	5	0.1419034
289.5	2.3443804	36	8	Delay	Pred	1	2	2	0.3443804
294	2.308329	37	8	Delay	Pred	2	1	3	0.308329
298.5	2.6897153	38	8	Delay	Pred	2	2	4	0.6897153
303	2.5178322	39	8	Delay	Pred	2	1	3	0.5178322
307.5	2.6900419	40	8	Delay	Pred	1	2	2	0.6900419
