onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.555625	1	1	Delay	NonPred	3	2	6	0.555625
10.5	2.7279888	2	1	Delay	NonPred	4	2	7	0.7279888
15	2.01678354	3	1	Delay	NonPred	4	1	7	0.01678354
19.5	2.7610228	4	1	Delay	NonPred	4	1	8	0.7610228
24	2.2611195	5	1	Delay	NonPred	3	2	5	0.2611195
46.5	2.4245109	6	2	Delay	Pred	2	1	3	0.4245109
51	2.3324338	7	2	Delay	Pred	2	2	4	0.3324338
55.5	2.4242163	8	2	Delay	Pred	1	2	2	0.4242163
60	2.9982145	9	2	Delay	Pred	1	1	1	0.9982145
64.5	2.5056697	10	2	Delay	Pred	1	2	2	0.5056697
87	2.3577835	11	3	Delay	NonPred	4	2	8	0.3577835
91.5	2.3205575	12	3	Delay	NonPred	4	1	7	0.3205575
96	2.4448876	13	3	Delay	NonPred	4	2	8	0.4448876
100.5	2.3062492	14	3	Delay	NonPred	4	1	8	0.3062492
105	2.3976297	15	3	Delay	NonPred	3	2	6	0.3976297
127.5	2.5300192	16	4	Delay	Pred	1	2	2	0.5300192
132	2.01677181	17	4	Delay	Pred	2	1	3	0.01677181
136.5	2.4895241	18	4	Delay	Pred	2	2	4	0.4895241
141	2.4060958	19	4	Delay	Pred	1	1	1	0.4060958
145.5	2.3387644	20	4	Delay	Pred	2	2	4	0.3387644
168	2.4942997	21	5	Delay	NonPred	3	2	6	0.4942997
172.5	2.123135	22	5	Delay	NonPred	3	1	6	0.123135
177	2.3591409	23	5	Delay	NonPred	4	2	7	0.3591409
181.5	2.5556611	24	5	Delay	NonPred	3	2	5	0.5556611
186	2.3903911	25	5	Delay	NonPred	4	2	7	0.3903911
208.5	2.355102	26	6	Delay	Pred	2	1	3	0.355102
213	2.4951215	27	6	Delay	Pred	1	2	2	0.4951215
217.5	2.000431414	28	6	Delay	Pred	2	1	3	0.000431414
222	2.4153554	29	6	Delay	Pred	1	2	1	0.4153554
226.5	2.6825812	30	6	Delay	Pred	2	1	3	0.6825812
249	2.3515549	31	7	Delay	NonPred	3	2	6	0.3515549
253.5	2.8272812	32	7	Delay	NonPred	4	1	8	0.8272812
258	2.3848937	33	7	Delay	NonPred	3	2	5	0.3848937
262.5	2.4836258	34	7	Delay	NonPred	3	2	5	0.4836258
267	3.232996	35	7	Delay	NonPred	3	1	5	1.232996
289.5	2.6436681	36	8	Delay	Pred	2	2	4	0.6436681
294	2.5447636	37	8	Delay	Pred	1	1	1	0.5447636
298.5	2.340097	38	8	Delay	Pred	1	2	2	0.340097
303	2.3756103	39	8	Delay	Pred	1	1	1	0.3756103
307.5	2.6450872	40	8	Delay	Pred	2	2	4	0.6450872
