onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.3840721	1	1	Delay	NonPred	4	2	8	0.3840721
10.5	2.5037821	2	1	Delay	NonPred	4	1	8	0.5037821
15	2.4410297	3	1	Delay	NonPred	3	2	6	0.4410297
19.5	2.5321761	4	1	Delay	NonPred	3	1	6	0.5321761
24	2.2959511	5	1	Delay	NonPred	4	2	8	0.2959511
46.5	2.6206504	6	2	Delay	Pred	1	2	2	0.6206504
51	2.2160012	7	2	Delay	Pred	2	1	3	0.2160012
55.5	2.4197797	8	2	Delay	Pred	2	1	3	0.4197797
60	2.3285232	9	2	Delay	Pred	2	2	4	0.3285232
64.5	2.7089955	10	2	Delay	Pred	2	1	3	0.7089955
87	2.2254476	11	3	Delay	NonPred	3	2	6	0.2254476
91.5	2.3974931	12	3	Delay	NonPred	4	2	8	0.3974931
96	2.00920804	13	3	Delay	NonPred	3	1	6	0.00920804
100.5	2.4139874	14	3	Delay	NonPred	3	1	5	0.4139874
105	2.5138213	15	3	Delay	NonPred	3	1	5	0.5138213
127.5	2.1186241	16	4	Delay	Pred	2	2	3	0.1186241
132	2.3139627	17	4	Delay	Pred	2	2	4	0.3139627
136.5	2.000297002	18	4	Delay	Pred	1	1	1	0.000297002
141	2.3049719	19	4	Delay	Pred	1	2	2	0.3049719
145.5	2.1667422	20	4	Delay	Pred	2	1	3	0.1667422
168	2.000247723	21	5	Delay	NonPred	4	2	8	0.000247723
172.5	2.247016	22	5	Delay	NonPred	3	1	5	0.247016
177	2.5952551	23	5	Delay	NonPred	4	1	7	0.5952551
181.5	2.3018839	24	5	Delay	NonPred	4	1	7	0.3018839
186	2.1057515	25	5	Delay	NonPred	3	2	5	0.1057515
208.5	2.000246286	26	6	Delay	Pred	1	2	2	0.000246286
213	2.2432221	27	6	Delay	Pred	1	1	1	0.2432221
217.5	2.294759	28	6	Delay	Pred	2	2	4	0.294759
222	2.000261928	29	6	Delay	Pred	1	1	1	0.000261928
226.5	2.2714912	30	6	Delay	Pred	1	2	2	0.2714912
249	2.3320801	31	7	Delay	NonPred	4	2	7	0.3320801
253.5	2.4394896	32	7	Delay	NonPred	4	1	7	0.4394896
258	2.2512198	33	7	Delay	NonPred	3	1	5	0.2512198
262.5	2.1352668	34	7	Delay	NonPred	4	1	7	0.1352668
267	2.2512231	35	7	Delay	NonPred	3	2	6	0.2512231
289.5	2.000257936	36	8	Delay	Pred	2	2	4	0.000257936
294	2.396475	37	8	Delay	Pred	1	1	1	0.396475
298.5	2.1514889	38	8	Delay	Pred	1	2	2	0.1514889
303	2.000247658	39	8	Delay	Pred	1	1	1	0.000247658
307.5	2.000279469	40	8	Delay	Pred	2	1	3	0.000279469
