onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.4470859	1	1	NoDelay	Pred	6	2	12	0.4470859
10.5	2.683709	2	1	NoDelay	Pred	5	1	9	0.683709
15	2.4866049	3	1	NoDelay	Pred	5	2	10	0.4866049
19.5	2.2673776	4	1	NoDelay	Pred	6	2	11	0.2673776
24	2.1105179	5	1	NoDelay	Pred	6	1	11	0.1105179
46.5	2.4359671	6	2	NoDelay	NonPred	7	2	13	0.4359671
51	2.2081489	7	2	NoDelay	NonPred	7	1	13	0.2081489
55.5	2.2117519	8	2	NoDelay	NonPred	7	2	14	0.2117519
60	2.000726662	9	2	NoDelay	NonPred	7	1	14	0.000726662
64.5	2.5959165	10	2	NoDelay	NonPred	7	2	14	0.5959165
87	2.4153214	11	3	NoDelay	Pred	5	2	10	0.4153214
91.5	2.5888148	12	3	NoDelay	Pred	5	1	9	0.5888148
96	2.3124061	13	3	NoDelay	Pred	6	2	12	0.3124061
100.5	2.000708782	14	3	NoDelay	Pred	5	1	9	0.000708782
105	2.5928262	15	3	NoDelay	Pred	6	1	11	0.5928262
127.5	2.000717256	16	4	NoDelay	NonPred	8	2	16	0.000717256
132	2.4807997	17	4	NoDelay	NonPred	8	1	16	0.4807997
136.5	2.0168146	18	4	NoDelay	NonPred	8	2	15	0.0168146
141	2.3381246	19	4	NoDelay	NonPred	7	1	14	0.3381246
145.5	2.2524932	20	4	NoDelay	NonPred	8	2	16	0.2524932
168	2.2809985	21	5	NoDelay	Pred	6	2	12	0.2809985
172.5	2.01686162	22	5	NoDelay	Pred	6	1	11	0.01686162
177	2.01680932	23	5	NoDelay	Pred	5	2	10	0.01680932
181.5	2.3572076	24	5	NoDelay	Pred	5	1	9	0.3572076
186	2.2171054	25	5	NoDelay	Pred	6	2	12	0.2171054
208.5	2.2620117	26	6	NoDelay	NonPred	7	1	13	0.2620117
213	2.2895031	27	6	NoDelay	NonPred	8	2	16	0.2895031
217.5	2.01692319	28	6	NoDelay	NonPred	7	2	13	0.01692319
222	2.4831908	29	6	NoDelay	NonPred	8	2	16	0.4831908
226.5	2.454315	30	6	NoDelay	NonPred	8	1	16	0.454315
249	2.01685376	31	7	NoDelay	Pred	6	2	12	0.01685376
253.5	2.4149152	32	7	NoDelay	Pred	5	1	9	0.4149152
258	2.001163507	33	7	NoDelay	Pred	5	1	9	0.001163507
262.5	2.3273523	34	7	NoDelay	Pred	5	2	10	0.3273523
267	2.2420741	35	7	NoDelay	Pred	6	2	12	0.2420741
289.5	2.4230166	36	8	NoDelay	NonPred	8	2	15	0.4230166
294	3.027604	37	8	NoDelay	NonPred	7	1	13	1.027604
298.5	2.3192521	38	8	NoDelay	NonPred	7	2	14	0.3192521
303	2.0273226	39	8	NoDelay	NonPred	8	1	15	0.0273226
307.5	2.01681057	40	8	NoDelay	NonPred	8	1	15	0.01681057
