onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.4603052	1	1	Delay	NonPred	4	2	7	0.4603052
10.5	2.4153732	2	1	Delay	NonPred	3	2	6	0.4153732
15	2.3302264	3	1	Delay	NonPred	4	2	8	0.3302264
19.5	2.3345427	4	1	Delay	NonPred	4	2	7	0.3345427
24	2.3703673	5	1	Delay	NonPred	3	1	6	0.3703673
46.5	2.4715272	6	2	Delay	Pred	1	1	1	0.4715272
51	2.5225138	7	2	Delay	Pred	2	1	3	0.5225138
55.5	2.4405258	8	2	Delay	Pred	2	2	4	0.4405258
60	2.4277692	9	2	Delay	Pred	2	2	4	0.4277692
64.5	2.00176951	10	2	Delay	Pred	1	1	1	0.00176951
87	2.4183228	11	3	Delay	NonPred	4	1	8	0.4183228
91.5	2.630998	12	3	Delay	NonPred	3	1	6	0.630998
96	2.3622501	13	3	Delay	NonPred	4	1	8	0.3622501
100.5	2.4882514	14	3	Delay	NonPred	3	2	5	0.4882514
105	2.7159961	15	3	Delay	NonPred	3	1	5	0.7159961
127.5	3.390793	16	4	Delay	Pred	1	1	2	1.390793
132	2.6869845	17	4	Delay	Pred	2	2	4	0.6869845
136.5	3.015475	18	4	Delay	Pred	1	1	1	1.015475
141	2	19	4	Delay	Pred	1	0	0	n/a
145.5	2.5906128	20	4	Delay	Pred	1	1	1	0.5906128
168	3.266414	21	5	Delay	NonPred	4	1	8	1.266414
172.5	3.016005	22	5	Delay	NonPred	3	1	5	1.016005
177	2.4197073	23	5	Delay	NonPred	3	2	5	0.4197073
181.5	2.3908802	24	5	Delay	NonPred	4	1	7	0.3908802
186	2.4114839	25	5	Delay	NonPred	4	2	7	0.4114839
208.5	2.3824407	26	6	Delay	Pred	2	2	4	0.3824407
213	2.5480175	27	6	Delay	Pred	2	1	3	0.5480175
217.5	2.6471133	28	6	Delay	Pred	1	2	2	0.6471133
222	2.03625407	29	6	Delay	Pred	1	1	1	0.03625407
226.5	2.3511461	30	6	Delay	Pred	2	2	4	0.3511461
249	2.7483016	31	7	Delay	NonPred	3	1	6	0.7483016
253.5	2.9431045	32	7	Delay	NonPred	3	1	6	0.9431045
258	2.5317299	33	7	Delay	NonPred	4	1	8	0.5317299
262.5	2.486603	34	7	Delay	NonPred	4	2	7	0.486603
267	2.7003146	35	7	Delay	NonPred	3	1	5	0.7003146
289.5	2.60663	36	8	Delay	Pred	2	1	3	0.60663
294	3.027393	37	8	Delay	Pred	2	1	3	1.027393
298.5	2.7045564	38	8	Delay	Pred	1	2	2	0.7045564
303	2.9149915	39	8	Delay	Pred	1	1	1	0.9149915
307.5	2.7435456	40	8	Delay	Pred	2	2	4	0.7435456
