onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.7902619	1	1	NoDelay	NonPred	8	2	16	0.7902619
10.5	2.8583896	2	1	NoDelay	NonPred	8	1	16	0.8583896
15	2.3582695	3	1	NoDelay	NonPred	8	2	16	0.3582695
19.5	2.02431671	4	1	NoDelay	NonPred	8	1	16	0.02431671
24	2.3814599	5	1	NoDelay	NonPred	7	1	13	0.3814599
46.5	2	6	2	NoDelay	Pred	5	0	0	n/a
51	3.220967	7	2	NoDelay	Pred	6	2	12	1.220967
55.5	2.8488074	8	2	NoDelay	Pred	5	2	10	0.8488074
60	2	9	2	NoDelay	Pred	6	0	0	n/a
64.5	2.2897922	10	2	NoDelay	Pred	6	1	11	0.2897922
87	3.221627	11	3	NoDelay	NonPred	8	2	16	1.221627
91.5	2.4327256	12	3	NoDelay	NonPred	7	2	14	0.4327256
96	2	13	3	NoDelay	NonPred	8	0	0	n/a
100.5	2.001779643	14	3	NoDelay	NonPred	7	2	13	0.001779643
105	2	15	3	NoDelay	NonPred	7	0	0	n/a
127.5	2.3780284	16	4	NoDelay	Pred	5	1	9	0.3780284
132	2.4229918	17	4	NoDelay	Pred	6	1	11	0.4229918
136.5	2.4343168	18	4	NoDelay	Pred	5	2	10	0.4343168
141	2	19	4	NoDelay	Pred	6	0	0	n/a
145.5	2.3137179	20	4	NoDelay	Pred	5	2	10	0.3137179
168	2.4044817	21	5	NoDelay	NonPred	7	1	14	0.4044817
172.5	2	22	5	NoDelay	NonPred	7	0	0	n/a
177	2.3813346	23	5	NoDelay	NonPred	7	2	14	0.3813346
181.5	2.8652294	24	5	NoDelay	NonPred	7	1	14	0.8652294
186	2	25	5	NoDelay	NonPred	7	0	0	n/a
208.5	2.4010588	26	6	NoDelay	Pred	5	1	10	0.4010588
213	2.814069	27	6	NoDelay	Pred	5	2	10	0.814069
217.5	2.7363814	28	6	NoDelay	Pred	6	2	12	0.7363814
222	3.110497	29	6	NoDelay	Pred	6	1	11	1.110497
226.5	2	30	6	NoDelay	Pred	6	0	0	n/a
249	2.6389333	31	7	NoDelay	NonPred	8	2	15	0.6389333
253.5	2.001738659	32	7	NoDelay	NonPred	8	2	15	0.001738659
258	2.4860563	33	7	NoDelay	NonPred	8	1	15	0.4860563
262.5	2.4964939	34	7	NoDelay	NonPred	7	1	13	0.4964939
267	2.9509014	35	7	NoDelay	NonPred	8	1	15	0.9509014
289.5	2.4828657	36	8	NoDelay	Pred	5	2	10	0.4828657
294	2	37	8	NoDelay	Pred	6	0	0	n/a
298.5	2.3223003	38	8	NoDelay	Pred	5	1	9	0.3223003
303	2	39	8	NoDelay	Pred	5	0	0	n/a
307.5	2	40	8	NoDelay	Pred	6	0	0	n/a
