onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.5584102	1	1	NoDelay	NonPred	7	2	13	0.5584102
10.5	2.5958262	2	1	NoDelay	NonPred	7	1	14	0.5958262
15	2.6243777	3	1	NoDelay	NonPred	8	2	15	0.6243777
19.5	2.4842665	4	1	NoDelay	NonPred	8	1	15	0.4842665
24	2.6552143	5	1	NoDelay	NonPred	8	1	16	0.6552143
46.5	2.5866502	6	2	NoDelay	Pred	6	2	12	0.5866502
51	2.3672982	7	2	NoDelay	Pred	6	1	11	0.3672982
55.5	2.594605	8	2	NoDelay	Pred	6	2	12	0.594605
60	2.5044972	9	2	NoDelay	Pred	6	1	11	0.5044972
64.5	2.9391275	10	2	NoDelay	Pred	5	2	9	0.9391275
87	2.5448364	11	3	NoDelay	NonPred	7	2	14	0.5448364
91.5	2.5872753	12	3	NoDelay	NonPred	7	1	13	0.5872753
96	2.3606038	13	3	NoDelay	NonPred	8	2	15	0.3606038
100.5	2.5966103	14	3	NoDelay	NonPred	8	1	15	0.5966103
105	2.4718126	15	3	NoDelay	NonPred	7	2	14	0.4718126
127.5	2.7627726	16	4	NoDelay	Pred	5	2	10	0.7627726
132	2.6558622	17	4	NoDelay	Pred	6	1	11	0.6558622
136.5	2.3876923	18	4	NoDelay	Pred	6	2	12	0.3876923
141	2.4306916	19	4	NoDelay	Pred	5	1	9	0.4306916
145.5	2.6209789	20	4	NoDelay	Pred	5	2	10	0.6209789
168	2.3119746	21	5	NoDelay	NonPred	7	2	14	0.3119746
172.5	2.2678259	22	5	NoDelay	NonPred	8	1	16	0.2678259
177	2.599765	23	5	NoDelay	NonPred	7	2	14	0.599765
181.5	2.5950607	24	5	NoDelay	NonPred	8	2	15	0.5950607
186	2.4491082	25	5	NoDelay	NonPred	8	1	15	0.4491082
208.5	2	26	6	NoDelay	Pred	6	0	0	n/a
213	2.4329543	27	6	NoDelay	Pred	5	2	10	0.4329543
217.5	2.563806	28	6	NoDelay	Pred	5	1	9	0.563806
222	2.4145314	29	6	NoDelay	Pred	5	2	10	0.4145314
226.5	2.4207987	30	6	NoDelay	Pred	6	1	11	0.4207987
249	2.5908884	31	7	NoDelay	NonPred	7	2	13	0.5908884
253.5	2.203997	32	7	NoDelay	NonPred	7	1	13	0.203997
258	2.3598685	33	7	NoDelay	NonPred	8	2	16	0.3598685
262.5	2.4690003	34	7	NoDelay	NonPred	7	2	13	0.4690003
267	2.4803872	35	7	NoDelay	NonPred	8	1	16	0.4803872
289.5	2.3798835	36	8	NoDelay	Pred	6	2	12	0.3798835
294	2.4002714	37	8	NoDelay	Pred	5	1	9	0.4002714
298.5	2.5720432	38	8	NoDelay	Pred	6	1	11	0.5720432
303	2.4235004	39	8	NoDelay	Pred	5	2	10	0.4235004
307.5	2.4438912	40	8	NoDelay	Pred	5	1	9	0.4438912
