onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.6630343	1	1	Delay	NonPred	3	1	6	0.6630343	stim_7_A.png	stim_3_A.png
10.5	2.4508935	2	1	Delay	NonPred	3	2	5	0.4508935	stim_7_A.png	stim_9_A.png
15	2.6394725	3	1	Delay	NonPred	4	2	8	0.6394725	stim_1_A.png	stim_11_A.png
19.5	2.3073251	4	1	Delay	NonPred	4	1	7	0.3073251	stim_1_A.png	stim_8_A.png
24	2.5270698	5	1	Delay	NonPred	4	1	8	0.5270698	stim_1_A.png	stim_11_A.png
46.5	2.6596064	6	2	Delay	Pred	2	1	3	0.6596064	stim_10_A.png	stim_12_A.png
51	2.6557095	7	2	Delay	Pred	2	2	4	0.6557095	stim_10_A.png	stim_6_A.png
55.5	2.6119563	8	2	Delay	Pred	2	2	4	0.6119563	stim_10_A.png	stim_6_A.png
60	2.5520961	9	2	Delay	Pred	1	1	1	0.5520961	stim_5_A.png	stim_4_A.png
64.5	2.4758114	10	2	Delay	Pred	1	2	2	0.4758114	stim_5_A.png	stim_2_A.png
87	2.6238432	11	3	Delay	NonPred	3	1	6	0.6238432	stim_7_A.png	stim_3_A.png
91.5	2.5080353	12	3	Delay	NonPred	3	2	5	0.5080353	stim_7_A.png	stim_9_A.png
96	2.3920996	13	3	Delay	NonPred	4	1	8	0.3920996	stim_1_A.png	stim_11_A.png
100.5	2.4039027	14	3	Delay	NonPred	4	1	7	0.4039027	stim_1_A.png	stim_8_A.png
105	2.1683313	15	3	Delay	NonPred	3	2	5	0.1683313	stim_7_A.png	stim_9_A.png
127.5	2.540727	16	4	Delay	Pred	1	1	1	0.540727	stim_5_A.png	stim_4_A.png
132	2.4413112	17	4	Delay	Pred	1	2	2	0.4413112	stim_5_A.png	stim_2_A.png
136.5	2.6207185	18	4	Delay	Pred	1	2	2	0.6207185	stim_5_A.png	stim_2_A.png
141	2.4414687	19	4	Delay	Pred	2	1	3	0.4414687	stim_10_A.png	stim_12_A.png
145.5	2.5326487	20	4	Delay	Pred	2	2	3	0.5326487	stim_10_A.png	stim_12_A.png
168	3.050034	21	5	Delay	NonPred	3	1	6	1.050034	stim_7_A.png	stim_3_A.png
172.5	2.3966344	22	5	Delay	NonPred	3	2	5	0.3966344	stim_7_A.png	stim_9_A.png
177	2.3289272	23	5	Delay	NonPred	4	1	8	0.3289272	stim_1_A.png	stim_11_A.png
181.5	2.4215934	24	5	Delay	NonPred	4	1	7	0.4215934	stim_1_A.png	stim_8_A.png
186	2.2501092	25	5	Delay	NonPred	4	2	7	0.2501092	stim_1_A.png	stim_8_A.png
208.5	3.03677	26	6	Delay	Pred	2	1	3	1.03677	stim_10_A.png	stim_12_A.png
213	2.1783066	27	6	Delay	Pred	2	2	4	0.1783066	stim_10_A.png	stim_6_A.png
217.5	2.4139966	28	6	Delay	Pred	1	2	2	0.4139966	stim_5_A.png	stim_2_A.png
222	2.6586116	29	6	Delay	Pred	2	1	3	0.6586116	stim_10_A.png	stim_12_A.png
226.5	2.2699616	30	6	Delay	Pred	1	2	2	0.2699616	stim_5_A.png	stim_2_A.png
249	2.5131319	31	7	Delay	NonPred	3	1	6	0.5131319	stim_7_A.png	stim_3_A.png
253.5	2.462737	32	7	Delay	NonPred	4	2	8	0.462737	stim_1_A.png	stim_11_A.png
258	2.00197155	33	7	Delay	NonPred	3	1	6	0.00197155	stim_7_A.png	stim_3_A.png
262.5	2.001059693	34	7	Delay	NonPred	3	2	5	0.001059693	stim_7_A.png	stim_9_A.png
267	2.4668575	35	7	Delay	NonPred	4	2	7	0.4668575	stim_1_A.png	stim_8_A.png
289.5	2.8949578	36	8	Delay	Pred	1	1	1	0.8949578	stim_5_A.png	stim_4_A.png
294	2.299254	37	8	Delay	Pred	2	2	4	0.299254	stim_10_A.png	stim_6_A.png
298.5	2.3434771	38	8	Delay	Pred	1	2	2	0.3434771	stim_5_A.png	stim_2_A.png
303	2.4264849	39	8	Delay	Pred	1	2	2	0.4264849	stim_5_A.png	stim_2_A.png
307.5	2.3352842	40	8	Delay	Pred	2	1	3	0.3352842	stim_10_A.png	stim_12_A.png
