onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.3705385	1	1	NoDelay	NonPred	7	2	14	0.3705385
10.5	2.3498583	2	1	NoDelay	NonPred	8	2	15	0.3498583
15	2.5617499	3	1	NoDelay	NonPred	8	1	16	0.5617499
19.5	2.5196641	4	1	NoDelay	NonPred	7	1	14	0.5196641
24	2.387056	5	1	NoDelay	NonPred	7	2	13	0.387056
46.5	2.4225512	6	2	NoDelay	Pred	6	2	12	0.4225512
51	2.6420633	7	2	NoDelay	Pred	6	1	11	0.6420633
55.5	3.054869	8	2	NoDelay	Pred	6	2	12	1.054869
60	2.3951482	9	2	NoDelay	Pred	5	2	10	0.3951482
64.5	2.4156734	10	2	NoDelay	Pred	5	1	9	0.4156734
87	2.3478741	11	3	NoDelay	NonPred	8	1	16	0.3478741
91.5	2.5594739	12	3	NoDelay	NonPred	7	2	14	0.5594739
96	2.5386335	13	3	NoDelay	NonPred	8	1	15	0.5386335
100.5	2.5683382	14	3	NoDelay	NonPred	7	2	14	0.5683382
105	2.4990772	15	3	NoDelay	NonPred	7	1	13	0.4990772
127.5	2.2643669	16	4	NoDelay	Pred	6	2	12	0.2643669
132	2.4920963	17	4	NoDelay	Pred	5	1	10	0.4920963
136.5	2.3199017	18	4	NoDelay	Pred	5	1	9	0.3199017
141	2.000244149	19	4	NoDelay	Pred	5	2	10	0.000244149
145.5	2.6398821	20	4	NoDelay	Pred	6	2	12	0.6398821
168	2.6536518	21	5	NoDelay	NonPred	7	2	13	0.6536518
172.5	2.000242501	22	5	NoDelay	NonPred	7	1	14	0.000242501
177	2.6836263	23	5	NoDelay	NonPred	8	2	15	0.6836263
181.5	2.8085835	24	5	NoDelay	NonPred	8	1	15	0.8085835
186	2.3258266	25	5	NoDelay	NonPred	7	2	13	0.3258266
208.5	2.4091382	26	6	NoDelay	Pred	5	2	10	0.4091382
213	2.4376581	27	6	NoDelay	Pred	5	1	9	0.4376581
217.5	2.3540453	28	6	NoDelay	Pred	6	1	11	0.3540453
222	2.3176093	29	6	NoDelay	Pred	6	2	12	0.3176093
226.5	2.5762857	30	6	NoDelay	Pred	5	1	9	0.5762857
249	2.7739674	31	7	NoDelay	NonPred	8	1	16	0.7739674
253.5	2.329031	32	7	NoDelay	NonPred	8	2	15	0.329031
258	2.3663421	33	7	NoDelay	NonPred	7	1	13	0.3663421
262.5	2.3626207	34	7	NoDelay	NonPred	8	2	16	0.3626207
267	2.00024472	35	7	NoDelay	NonPred	8	2	16	0.00024472
289.5	2.3073877	36	8	NoDelay	Pred	5	2	10	0.3073877
294	2.4069927	37	8	NoDelay	Pred	5	1	9	0.4069927
298.5	2.4343306	38	8	NoDelay	Pred	6	2	12	0.4343306
303	3.38241	39	8	NoDelay	Pred	6	1	11	1.38241
307.5	2.8512381	40	8	NoDelay	Pred	6	2	12	0.8512381
