onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.2409041	1	1	Delay	Pred	1	2	2	0.2409041
10.5	2.1323805	2	1	Delay	Pred	2	1	3	0.1323805
15	2.02552067	3	1	Delay	Pred	2	2	4	0.02552067
19.5	2.1889459	4	1	Delay	Pred	2	2	4	0.1889459
24	2.000262216	5	1	Delay	Pred	1	2	2	0.000262216
46.5	2.3890672	6	2	Delay	NonPred	4	1	7	0.3890672
51	2.1144009	7	2	Delay	NonPred	4	1	7	0.1144009
55.5	2.1655413	8	2	Delay	NonPred	4	2	8	0.1655413
60	2.000245913	9	2	Delay	NonPred	3	2	5	0.000245913
64.5	2.000244434	10	2	Delay	NonPred	3	1	6	0.000244434
87	2.273994	11	3	Delay	Pred	1	2	2	0.273994
91.5	2.01461573	12	3	Delay	Pred	1	1	1	0.01461573
96	2.00927729	13	3	Delay	Pred	2	2	4	0.00927729
100.5	2.000262028	14	3	Delay	Pred	1	1	1	0.000262028
105	2.1612608	15	3	Delay	Pred	2	2	4	0.1612608
127.5	2.2775741	16	4	Delay	NonPred	4	2	7	0.2775741
132	2.1155945	17	4	Delay	NonPred	4	1	7	0.1155945
136.5	2.1990706	18	4	Delay	NonPred	3	1	5	0.1990706
141	2.000255767	19	4	Delay	NonPred	4	2	7	0.000255767
145.5	2.000258047	20	4	Delay	NonPred	3	2	5	0.000258047
168	2.3868412	21	5	Delay	Pred	1	2	2	0.3868412
172.5	2.000258915	22	5	Delay	Pred	1	1	1	0.000258915
177	2.3402274	23	5	Delay	Pred	2	2	4	0.3402274
181.5	2.471384	24	5	Delay	Pred	2	1	3	0.471384
186	2.000243366	25	5	Delay	Pred	1	2	2	0.000243366
208.5	2.4234682	26	6	Delay	NonPred	3	1	6	0.4234682
213	2.000256519	27	6	Delay	NonPred	4	2	8	0.000256519
217.5	2.1434089	28	6	Delay	NonPred	3	1	6	0.1434089
222	2.1553987	29	6	Delay	NonPred	3	2	5	0.1553987
226.5	2	30	6	Delay	NonPred	4	0	0	n/a
249	2.3002539	31	7	Delay	Pred	2	2	4	0.3002539
253.5	2.3359492	32	7	Delay	Pred	2	1	3	0.3359492
258	2.7415479	33	7	Delay	Pred	1	2	1	0.7415479
262.5	2.04049349	34	7	Delay	Pred	2	1	3	0.04049349
267	2.02743367	35	7	Delay	Pred	1	2	2	0.02743367
289.5	2	36	8	Delay	NonPred	4	0	0	n/a
294	2.06928485	37	8	Delay	NonPred	3	2	6	0.06928485
298.5	2.2890002	38	8	Delay	NonPred	3	2	5	0.2890002
303	2.2056731	39	8	Delay	NonPred	4	1	7	0.2056731
307.5	2.433362	40	8	Delay	NonPred	3	1	6	0.433362
