onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.1519834	1	1	Delay	NonPred	3	2	5	0.1519834
10.5	2.000335891	2	1	Delay	NonPred	3	1	5	0.000335891
15	2.000294212	3	1	Delay	NonPred	4	2	7	0.000294212
19.5	2.06057001	4	1	Delay	NonPred	3	1	6	0.06057001
24	2.3295609	5	1	Delay	NonPred	4	2	8	0.3295609
46.5	2.380503	6	2	Delay	Pred	1	1	1	0.380503
51	2.4246545	7	2	Delay	Pred	2	2	4	0.4246545
55.5	2.2525899	8	2	Delay	Pred	1	1	1	0.2525899
60	2.2890337	9	2	Delay	Pred	1	2	2	0.2890337
64.5	2.2221099	10	2	Delay	Pred	2	1	3	0.2221099
87	2.4904093	11	3	Delay	NonPred	4	2	8	0.4904093
91.5	2.5260872	12	3	Delay	NonPred	4	1	7	0.5260872
96	2.2584624	13	3	Delay	NonPred	3	2	6	0.2584624
100.5	2.3179097	14	3	Delay	NonPred	3	1	6	0.3179097
105	2.000304475	15	3	Delay	NonPred	3	2	6	0.000304475
127.5	2.5338113	16	4	Delay	Pred	2	2	4	0.5338113
132	2.2909222	17	4	Delay	Pred	1	1	1	0.2909222
136.5	2.2781652	18	4	Delay	Pred	2	2	4	0.2781652
141	2.3464268	19	4	Delay	Pred	1	1	1	0.3464268
145.5	2.3907668	20	4	Delay	Pred	2	2	4	0.3907668
168	2.4019049	21	5	Delay	NonPred	4	2	7	0.4019049
172.5	2.3352726	22	5	Delay	NonPred	3	1	5	0.3352726
177	2.3707875	23	5	Delay	NonPred	3	2	5	0.3707875
181.5	2.2477775	24	5	Delay	NonPred	3	1	6	0.2477775
186	2.2903988	25	5	Delay	NonPred	4	2	8	0.2903988
208.5	2.287399	26	6	Delay	Pred	1	1	1	0.287399
213	2.339094	27	6	Delay	Pred	1	2	2	0.339094
217.5	2.231906	28	6	Delay	Pred	2	1	4	0.231906
222	2.3636991	29	6	Delay	Pred	2	2	4	0.3636991
226.5	2.3761132	30	6	Delay	Pred	1	1	1	0.3761132
249	2.242985	31	7	Delay	NonPred	4	2	7	0.242985
253.5	2.2963528	32	7	Delay	NonPred	4	2	7	0.2963528
258	2.000301274	33	7	Delay	NonPred	4	1	7	0.000301274
262.5	2.0002499	34	7	Delay	NonPred	3	1	5	0.0002499
267	2.3407138	35	7	Delay	NonPred	4	1	8	0.3407138
289.5	2.4965543	36	8	Delay	Pred	2	1	3	0.4965543
294	2.3006262	37	8	Delay	Pred	2	2	4	0.3006262
298.5	2.2331317	38	8	Delay	Pred	2	1	3	0.2331317
303	2.3075442	39	8	Delay	Pred	1	2	2	0.3075442
307.5	2.1444767	40	8	Delay	Pred	1	1	1	0.1444767
