onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.373181	1	1	Delay	Pred	1	1	1	0.373181	stim_4_A.png	stim_11_A.png
10.5	2.4174565	2	1	Delay	Pred	2	2	4	0.4174565	stim_5_A.png	stim_12_A.png
15	2.3809915	3	1	Delay	Pred	1	2	2	0.3809915	stim_4_A.png	stim_9_A.png
19.5	2.2963784	4	1	Delay	Pred	1	1	1	0.2963784	stim_4_A.png	stim_11_A.png
24	2.3247475	5	1	Delay	Pred	1	2	2	0.3247475	stim_4_A.png	stim_9_A.png
46.5	2.4644834	6	2	Delay	NonPred	3	1	6	0.4644834	stim_2_A.png	stim_8_A.png
51	2.3001648	7	2	Delay	NonPred	4	2	7	0.3001648	stim_1_A.png	stim_10_A.png
55.5	2.8401974	8	2	Delay	NonPred	4	2	8	0.8401974	stim_1_A.png	stim_7_A.png
60	2.3799896	9	2	Delay	NonPred	4	1	8	0.3799896	stim_1_A.png	stim_7_A.png
64.5	2.5200745	10	2	Delay	NonPred	4	1	8	0.5200745	stim_1_A.png	stim_7_A.png
87	2.315978	11	3	Delay	Pred	2	1	3	0.315978	stim_5_A.png	stim_3_A.png
91.5	2.663562	12	3	Delay	Pred	1	2	2	0.663562	stim_4_A.png	stim_9_A.png
96	2.3636407	13	3	Delay	Pred	2	1	3	0.3636407	stim_5_A.png	stim_3_A.png
100.5	2.4234178	14	3	Delay	Pred	1	2	2	0.4234178	stim_4_A.png	stim_9_A.png
105	2.3313497	15	3	Delay	Pred	2	1	3	0.3313497	stim_5_A.png	stim_3_A.png
127.5	2.4236929	16	4	Delay	NonPred	3	2	5	0.4236929	stim_2_A.png	stim_6_A.png
132	2.7145897	17	4	Delay	NonPred	3	1	5	0.7145897	stim_2_A.png	stim_6_A.png
136.5	2.3586474	18	4	Delay	NonPred	4	2	7	0.3586474	stim_1_A.png	stim_10_A.png
141	2.5226157	19	4	Delay	NonPred	4	1	8	0.5226157	stim_1_A.png	stim_7_A.png
145.5	2.6305104	20	4	Delay	NonPred	3	1	6	0.6305104	stim_2_A.png	stim_8_A.png
168	2.346279	21	5	Delay	Pred	2	1	3	0.346279	stim_5_A.png	stim_3_A.png
172.5	2.3902192	22	5	Delay	Pred	2	2	4	0.3902192	stim_5_A.png	stim_12_A.png
177	2.3303691	23	5	Delay	Pred	1	1	1	0.3303691	stim_4_A.png	stim_11_A.png
181.5	2.5745122	24	5	Delay	Pred	1	2	2	0.5745122	stim_4_A.png	stim_9_A.png
186	2.4579853	25	5	Delay	Pred	2	1	3	0.4579853	stim_5_A.png	stim_3_A.png
208.5	2.5898675	26	6	Delay	NonPred	3	1	6	0.5898675	stim_2_A.png	stim_8_A.png
213	2.4338001	27	6	Delay	NonPred	4	2	7	0.4338001	stim_1_A.png	stim_10_A.png
217.5	3.469305	28	6	Delay	NonPred	3	1	5	1.469305	stim_2_A.png	stim_6_A.png
222	2.4452329	29	6	Delay	NonPred	3	2	5	0.4452329	stim_2_A.png	stim_6_A.png
226.5	2.3217065	30	6	Delay	NonPred	4	1	7	0.3217065	stim_1_A.png	stim_10_A.png
249	2.3930374	31	7	Delay	Pred	2	2	3	0.3930374	stim_5_A.png	stim_3_A.png
253.5	2.3331602	32	7	Delay	Pred	1	1	1	0.3331602	stim_4_A.png	stim_11_A.png
258	2.4007318	33	7	Delay	Pred	2	1	3	0.4007318	stim_5_A.png	stim_3_A.png
262.5	2.5009274	34	7	Delay	Pred	2	1	3	0.5009274	stim_5_A.png	stim_3_A.png
267	2.4086002	35	7	Delay	Pred	1	2	2	0.4086002	stim_4_A.png	stim_9_A.png
289.5	2.5092653	36	8	Delay	NonPred	3	1	5	0.5092653	stim_2_A.png	stim_6_A.png
294	2.416477	37	8	Delay	NonPred	4	2	7	0.416477	stim_1_A.png	stim_10_A.png
298.5	2.4514419	38	8	Delay	NonPred	3	2	6	0.4514419	stim_2_A.png	stim_8_A.png
303	2.6085752	39	8	Delay	NonPred	4	1	8	0.6085752	stim_1_A.png	stim_7_A.png
307.5	2.3078478	40	8	Delay	NonPred	3	1	6	0.3078478	stim_2_A.png	stim_8_A.png
