onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.3578463	1	1	NoDelay	Pred	5	1	9	0.3578463
10.5	2.3779589	2	1	NoDelay	Pred	5	2	10	0.3779589
15	2.4061894	3	1	NoDelay	Pred	5	1	9	0.4061894
19.5	2.4489023	4	1	NoDelay	Pred	6	1	11	0.4489023
24	2.4148157	5	1	NoDelay	Pred	6	1	11	0.4148157
46.5	2.3289692	6	2	NoDelay	NonPred	8	1	16	0.3289692
51	2.1910827	7	2	NoDelay	NonPred	8	1	16	0.1910827
55.5	2.1299458	8	2	NoDelay	NonPred	7	1	13	0.1299458
60	2.1576284	9	2	NoDelay	NonPred	7	1	14	0.1576284
64.5	2.1232449	10	2	NoDelay	NonPred	7	2	14	0.1232449
87	2.5898702	11	3	NoDelay	Pred	6	1	11	0.5898702
91.5	2.3471336	12	3	NoDelay	Pred	5	2	10	0.3471336
96	2.2298973	13	3	NoDelay	Pred	5	2	10	0.2298973
100.5	2.46648	14	3	NoDelay	Pred	6	2	12	0.46648
105	2.001913879	15	3	NoDelay	Pred	5	2	10	0.001913879
127.5	2.7147281	16	4	NoDelay	NonPred	8	1	15	0.7147281
132	2.2304062	17	4	NoDelay	NonPred	8	1	15	0.2304062
136.5	2.2744918	18	4	NoDelay	NonPred	7	1	13	0.2744918
141	2.3502568	19	4	NoDelay	NonPred	7	2	14	0.3502568
145.5	2.3390648	20	4	NoDelay	NonPred	8	2	16	0.3390648
168	2.3194934	21	5	NoDelay	Pred	6	2	12	0.3194934
172.5	2.2901433	22	5	NoDelay	Pred	6	2	11	0.2901433
177	2.001680997	23	5	NoDelay	Pred	6	2	12	0.001680997
181.5	2.3229713	24	5	NoDelay	Pred	6	1	11	0.3229713
186	2.1913921	25	5	NoDelay	Pred	5	1	9	0.1913921
208.5	3.322516	26	6	NoDelay	NonPred	8	1	15	1.322516
213	2.1831875	27	6	NoDelay	NonPred	7	2	13	0.1831875
217.5	2.162578	28	6	NoDelay	NonPred	8	1	16	0.162578
222	2.2956901	29	6	NoDelay	NonPred	8	1	15	0.2956901
226.5	2.1869141	30	6	NoDelay	NonPred	7	1	14	0.1869141
249	2.2305805	31	7	NoDelay	Pred	5	1	9	0.2305805
253.5	2	32	7	NoDelay	Pred	5	0	0	n/a
258	2.3433105	33	7	NoDelay	Pred	5	1	9	0.3433105
262.5	2.2969684	34	7	NoDelay	Pred	6	1	11	0.2969684
267	2.2697268	35	7	NoDelay	Pred	6	1	11	0.2697268
289.5	2.2423628	36	8	NoDelay	NonPred	7	1	14	0.2423628
294	2.2068652	37	8	NoDelay	NonPred	7	2	13	0.2068652
298.5	2.2836955	38	8	NoDelay	NonPred	7	1	13	0.2836955
303	2.1994927	39	8	NoDelay	NonPred	8	1	15	0.1994927
307.5	2.1141392	40	8	NoDelay	NonPred	8	1	16	0.1141392
