onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.229589	1	1	Delay	Pred	1	1	1	0.229589
10.5	2.06652721	2	1	Delay	Pred	1	1	1	0.06652721
15	2.001739474	3	1	Delay	Pred	1	2	2	0.001739474
19.5	2.3138906	4	1	Delay	Pred	2	2	4	0.3138906
24	2.1081267	5	1	Delay	Pred	1	2	2	0.1081267
46.5	2.03402655	6	2	Delay	NonPred	3	1	6	0.03402655
51	2.1172262	7	2	Delay	NonPred	4	2	7	0.1172262
55.5	2.3761051	8	2	Delay	NonPred	3	2	5	0.3761051
60	2.2453796	9	2	Delay	NonPred	4	2	7	0.2453796
64.5	2.4258611	10	2	Delay	NonPred	3	2	6	0.4258611
87	2.03594013	11	3	Delay	Pred	2	1	3	0.03594013
91.5	2.2972789	12	3	Delay	Pred	1	1	1	0.2972789
96	2.213949	13	3	Delay	Pred	1	2	2	0.213949
100.5	2.345133	14	3	Delay	Pred	1	2	2	0.345133
105	2.1013114	15	3	Delay	Pred	2	1	3	0.1013114
127.5	2.618051	16	4	Delay	NonPred	4	2	8	0.618051
132	2.621771	17	4	Delay	NonPred	4	1	8	0.621771
136.5	2.8499986	18	4	Delay	NonPred	3	2	5	0.8499986
141	2.00173351	19	4	Delay	NonPred	4	2	8	0.00173351
145.5	2.01646788	20	4	Delay	NonPred	3	2	6	0.01646788
168	2.1480559	21	5	Delay	Pred	2	1	3	0.1480559
172.5	2.4739746	22	5	Delay	Pred	2	2	4	0.4739746
177	2.1497232	23	5	Delay	Pred	2	1	3	0.1497232
181.5	2.1204098	24	5	Delay	Pred	2	1	3	0.1204098
186	2.5013318	25	5	Delay	Pred	2	2	4	0.5013318
208.5	2.841672	26	6	Delay	NonPred	4	1	8	0.841672
213	2.04445392	27	6	Delay	NonPred	3	2	5	0.04445392
217.5	2.009372248	28	6	Delay	NonPred	3	2	5	0.009372248
222	2.06100331	29	6	Delay	NonPred	3	2	6	0.06100331
226.5	2.001964219	30	6	Delay	NonPred	4	1	7	0.001964219
249	2.102225	31	7	Delay	Pred	1	1	2	0.102225
253.5	2.1370873	32	7	Delay	Pred	1	1	1	0.1370873
258	2.1738747	33	7	Delay	Pred	2	1	3	0.1738747
262.5	2.0417536	34	7	Delay	Pred	1	2	2	0.0417536
267	2.007191971	35	7	Delay	Pred	2	2	4	0.007191971
289.5	2.3459384	36	8	Delay	NonPred	4	1	7	0.3459384
294	2.001724798	37	8	Delay	NonPred	4	1	7	0.001724798
298.5	2.001890699	38	8	Delay	NonPred	3	2	5	0.001890699
303	2.6459348	39	8	Delay	NonPred	3	2	6	0.6459348
307.5	2.8486858	40	8	Delay	NonPred	4	2	8	0.8486858
