onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.3853777	1	1	NoDelay	NonPred	8	1	15	0.3853777
10.5	2.221967	2	1	NoDelay	NonPred	7	1	13	0.221967
15	2.3051418	3	1	NoDelay	NonPred	7	1	14	0.3051418
19.5	2.5661105	4	1	NoDelay	NonPred	8	2	16	0.5661105
24	2.2262376	5	1	NoDelay	NonPred	7	2	13	0.2262376
46.5	2.3182584	6	2	NoDelay	Pred	6	1	11	0.3182584
51	2.3300327	7	2	NoDelay	Pred	6	2	12	0.3300327
55.5	2.7740681	8	2	NoDelay	Pred	6	1	11	0.7740681
60	2.2005926	9	2	NoDelay	Pred	5	1	9	0.2005926
64.5	2.6460932	10	2	NoDelay	Pred	5	1	9	0.6460932
87	2.4329695	11	3	NoDelay	NonPred	8	2	15	0.4329695
91.5	2.341965	12	3	NoDelay	NonPred	7	1	13	0.341965
96	2.001774595	13	3	NoDelay	NonPred	8	1	15	0.001774595
100.5	2.2696007	14	3	NoDelay	NonPred	8	1	15	0.2696007
105	2.3538621	15	3	NoDelay	NonPred	8	2	16	0.3538621
127.5	2.7021465	16	4	NoDelay	Pred	5	1	9	0.7021465
132	2.3042213	17	4	NoDelay	Pred	5	1	9	0.3042213
136.5	2.001969427	18	4	NoDelay	Pred	5	2	10	0.001969427
141	2.8323013	19	4	NoDelay	Pred	5	1	9	0.8323013
145.5	2.007427057	20	4	NoDelay	Pred	6	1	11	0.007427057
168	2.176705	21	5	NoDelay	NonPred	8	1	16	0.176705
172.5	2.1346707	22	5	NoDelay	NonPred	8	1	15	0.1346707
177	2.1867603	23	5	NoDelay	NonPred	8	1	16	0.1867603
181.5	2.181071	24	5	NoDelay	NonPred	8	1	16	0.181071
186	2.4736683	25	5	NoDelay	NonPred	7	1	14	0.4736683
208.5	2.7106569	26	6	NoDelay	Pred	6	1	11	0.7106569
213	2.1214262	27	6	NoDelay	Pred	6	2	12	0.1214262
217.5	2.1583067	28	6	NoDelay	Pred	5	1	10	0.1583067
222	2.1215533	29	6	NoDelay	Pred	6	1	11	0.1215533
226.5	2.118644	30	6	NoDelay	Pred	6	2	12	0.118644
249	2.3379096	31	7	NoDelay	NonPred	7	1	14	0.3379096
253.5	2.134261	32	7	NoDelay	NonPred	7	2	13	0.134261
258	2.1534599	33	7	NoDelay	NonPred	7	1	13	0.1534599
262.5	3.430052	34	7	NoDelay	NonPred	7	1	14	1.430052
267	2.3934131	35	7	NoDelay	NonPred	7	2	14	0.3934131
289.5	2.03003745	36	8	NoDelay	Pred	6	1	11	0.03003745
294	2.01774144	37	8	NoDelay	Pred	5	2	10	0.01774144
298.5	2.03809393	38	8	NoDelay	Pred	5	1	9	0.03809393
303	2.09823956	39	8	NoDelay	Pred	6	1	11	0.09823956
307.5	2.001783875	40	8	NoDelay	Pred	5	1	9	0.001783875
