onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.4378359	1	1	Delay	NonPred	3	1	5	0.4378359
10.5	2.3068618	2	1	Delay	NonPred	4	1	7	0.3068618
15	2.2953672	3	1	Delay	NonPred	4	2	8	0.2953672
19.5	2.3216726	4	1	Delay	NonPred	4	1	7	0.3216726
24	2.001682706	5	1	Delay	NonPred	3	2	6	0.001682706
46.5	2.3943256	6	2	Delay	Pred	2	1	3	0.3943256
51	2.5263007	7	2	Delay	Pred	1	2	2	0.5263007
55.5	2.3862681	8	2	Delay	Pred	2	2	4	0.3862681
60	2.2380122	9	2	Delay	Pred	2	1	3	0.2380122
64.5	2.06531713	10	2	Delay	Pred	2	1	3	0.06531713
87	2.4717798	11	3	Delay	NonPred	4	1	8	0.4717798
91.5	2.2258075	12	3	Delay	NonPred	4	2	7	0.2258075
96	2.2939193	13	3	Delay	NonPred	3	1	5	0.2939193
100.5	2.3530046	14	3	Delay	NonPred	4	2	7	0.3530046
105	2.4229103	15	3	Delay	NonPred	4	1	8	0.4229103
127.5	2.314993	16	4	Delay	Pred	2	1	3	0.314993
132	2.797769	17	4	Delay	Pred	1	1	1	0.797769
136.5	2.2738469	18	4	Delay	Pred	2	1	3	0.2738469
141	2.1815032	19	4	Delay	Pred	1	2	1	0.1815032
145.5	2.3545332	20	4	Delay	Pred	2	1	3	0.3545332
168	2.3266503	21	5	Delay	NonPred	3	1	5	0.3266503
172.5	2.346976	22	5	Delay	NonPred	3	1	6	0.346976
177	2.231512	23	5	Delay	NonPred	3	2	5	0.231512
181.5	2.1463502	24	5	Delay	NonPred	3	1	6	0.1463502
186	2.7675101	25	5	Delay	NonPred	4	2	7	0.7675101
208.5	2.4350593	26	6	Delay	Pred	1	2	2	0.4350593
213	2.07873802	27	6	Delay	Pred	1	1	1	0.07873802
217.5	2.8191483	28	6	Delay	Pred	1	2	2	0.8191483
222	2.3660857	29	6	Delay	Pred	1	1	1	0.3660857
226.5	2.1158315	30	6	Delay	Pred	2	1	3	0.1158315
249	3.223805	31	7	Delay	NonPred	3	1	5	1.223805
253.5	2.6126232	32	7	Delay	NonPred	4	1	8	0.6126232
258	2.3992035	33	7	Delay	NonPred	4	2	8	0.3992035
262.5	2.3235526	34	7	Delay	NonPred	3	1	6	0.3235526
267	2.1019965	35	7	Delay	NonPred	3	1	6	0.1019965
289.5	2.6596258	36	8	Delay	Pred	2	1	3	0.6596258
294	2.001800452	37	8	Delay	Pred	1	2	2	0.001800452
298.5	2.3234648	38	8	Delay	Pred	1	1	1	0.3234648
303	2.4238172	39	8	Delay	Pred	1	2	2	0.4238172
307.5	2.2916077	40	8	Delay	Pred	2	1	3	0.2916077
