onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.3916436	1	1	NoDelay	Pred	6	1	11	0.3916436
10.5	2.6032397	2	1	NoDelay	Pred	5	2	10	0.6032397
15	2.4004641	3	1	NoDelay	Pred	5	1	9	0.4004641
19.5	2.3166015	4	1	NoDelay	Pred	5	2	10	0.3166015
24	2.001686794	5	1	NoDelay	Pred	5	1	9	0.001686794
46.5	2.4281583	6	2	NoDelay	NonPred	7	2	13	0.4281583
51	2.4476869	7	2	NoDelay	NonPred	7	2	14	0.4476869
55.5	2.2917223	8	2	NoDelay	NonPred	7	1	14	0.2917223
60	2.2722277	9	2	NoDelay	NonPred	7	2	13	0.2722277
64.5	2.8126038	10	2	NoDelay	NonPred	7	1	14	0.8126038
87	2.3696268	11	3	NoDelay	Pred	6	1	11	0.3696268
91.5	2.3636488	12	3	NoDelay	Pred	5	2	10	0.3636488
96	2.2481412	13	3	NoDelay	Pred	5	1	9	0.2481412
100.5	2.00167384	14	3	NoDelay	Pred	6	2	12	0.00167384
105	2.3045696	15	3	NoDelay	Pred	5	1	9	0.3045696
127.5	2.6449925	16	4	NoDelay	NonPred	8	2	15	0.6449925
132	2.313458	17	4	NoDelay	NonPred	8	1	15	0.313458
136.5	2.3336704	18	4	NoDelay	NonPred	8	1	15	0.3336704
141	2.3037257	19	4	NoDelay	NonPred	8	1	15	0.3037257
145.5	2.316434	20	4	NoDelay	NonPred	7	2	14	0.316434
168	2.3931216	21	5	NoDelay	Pred	6	1	11	0.3931216
172.5	2.5332974	22	5	NoDelay	Pred	6	2	12	0.5332974
177	2.3921519	23	5	NoDelay	Pred	6	1	11	0.3921519
181.5	2.3322326	24	5	NoDelay	Pred	6	2	12	0.3322326
186	2.3768156	25	5	NoDelay	Pred	5	1	10	0.3768156
208.5	2.3174121	26	6	NoDelay	NonPred	7	1	13	0.3174121
213	2.001905	27	6	NoDelay	NonPred	8	2	16	0.001905
217.5	2.3263085	28	6	NoDelay	NonPred	8	1	15	0.3263085
222	2.3604728	29	6	NoDelay	NonPred	7	1	13	0.3604728
226.5	2.4048655	30	6	NoDelay	NonPred	7	2	13	0.4048655
249	2.001685284	31	7	NoDelay	Pred	5	2	10	0.001685284
253.5	2.277488	32	7	NoDelay	Pred	5	1	9	0.277488
258	2.1684195	33	7	NoDelay	Pred	6	2	12	0.1684195
262.5	2.3813308	34	7	NoDelay	Pred	6	1	11	0.3813308
267	2.3120434	35	7	NoDelay	Pred	6	1	11	0.3120434
289.5	2.4039811	36	8	NoDelay	NonPred	7	2	14	0.4039811
294	2.3766497	37	8	NoDelay	NonPred	8	1	16	0.3766497
298.5	2.2766421	38	8	NoDelay	NonPred	8	1	16	0.2766421
303	2.3840052	39	8	NoDelay	NonPred	8	2	15	0.3840052
307.5	2.9494549	40	8	NoDelay	NonPred	8	2	16	0.9494549
