onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	3.033457	1	1	Delay	NonPred	4	1	8	1.033457	stim_9_A.png	stim_12_A.png
10.5	2.09362118	2	1	Delay	NonPred	4	2	8	0.09362118	stim_9_A.png	stim_12_A.png
15	2.000679334	3	1	Delay	NonPred	3	2	6	0.000679334	stim_6_A.png	stim_11_A.png
19.5	2.6209625	4	1	Delay	NonPred	4	1	7	0.6209625	stim_9_A.png	stim_2_A.png
24	2.9519477	5	1	Delay	NonPred	3	2	6	0.9519477	stim_6_A.png	stim_11_A.png
46.5	2.5083681	6	2	Delay	Pred	1	1	1	0.5083681	stim_8_A.png	stim_5_A.png
51	2.3132217	7	2	Delay	Pred	1	1	1	0.3132217	stim_8_A.png	stim_5_A.png
55.5	2.6540847	8	2	Delay	Pred	1	2	2	0.6540847	stim_8_A.png	stim_4_A.png
60	3.010489	9	2	Delay	Pred	2	2	4	1.010489	stim_3_A.png	stim_1_A.png
64.5	3.077278	10	2	Delay	Pred	1	1	1	1.077278	stim_8_A.png	stim_5_A.png
87	3.168832	11	3	Delay	NonPred	4	2	8	1.168832	stim_9_A.png	stim_12_A.png
91.5	3.230613	12	3	Delay	NonPred	3	2	5	1.230613	stim_6_A.png	stim_7_A.png
96	2.8735854	13	3	Delay	NonPred	3	1	5	0.8735854	stim_6_A.png	stim_7_A.png
100.5	3.045983	14	3	Delay	NonPred	4	2	7	1.045983	stim_9_A.png	stim_2_A.png
105	2.8509131	15	3	Delay	NonPred	3	1	5	0.8509131	stim_6_A.png	stim_7_A.png
127.5	2.5	16	4	Delay	Pred	1	0	0	n/a	stim_8_A.png	n/a
132	2.7866205	17	4	Delay	Pred	2	2	4	0.7866205	stim_3_A.png	stim_1_A.png
136.5	2.7271861	18	4	Delay	Pred	2	1	3	0.7271861	stim_3_A.png	stim_10_A.png
141	2.4190772	19	4	Delay	Pred	2	1	4	0.4190772	stim_3_A.png	stim_1_A.png
145.5	2.000751351	20	4	Delay	Pred	2	2	4	0.000751351	stim_3_A.png	stim_1_A.png
168	2.6031162	21	5	Delay	NonPred	4	2	7	0.6031162	stim_9_A.png	stim_2_A.png
172.5	2.4065722	22	5	Delay	NonPred	4	1	8	0.4065722	stim_9_A.png	stim_12_A.png
177	2.5	23	5	Delay	NonPred	3	0	0	n/a	stim_6_A.png	n/a
181.5	2.06297816	24	5	Delay	NonPred	4	2	7	0.06297816	stim_9_A.png	stim_2_A.png
186	2.2755683	25	5	Delay	NonPred	4	1	8	0.2755683	stim_9_A.png	stim_12_A.png
208.5	3.159253	26	6	Delay	Pred	1	2	2	1.159253	stim_8_A.png	stim_4_A.png
213	2.5	27	6	Delay	Pred	1	0	0	n/a	stim_8_A.png	n/a
217.5	2.4072842	28	6	Delay	Pred	2	1	3	0.4072842	stim_3_A.png	stim_10_A.png
222	2.000719246	29	6	Delay	Pred	2	2	4	0.000719246	stim_3_A.png	stim_1_A.png
226.5	2.01684009	30	6	Delay	Pred	2	1	3	0.01684009	stim_3_A.png	stim_10_A.png
249	2.2437497	31	7	Delay	NonPred	3	2	6	0.2437497	stim_6_A.png	stim_11_A.png
253.5	2.9764798	32	7	Delay	NonPred	3	1	5	0.9764798	stim_6_A.png	stim_7_A.png
258	3.04429	33	7	Delay	NonPred	4	2	7	1.04429	stim_9_A.png	stim_2_A.png
262.5	3.008262	34	7	Delay	NonPred	3	1	6	1.008262	stim_6_A.png	stim_11_A.png
267	3.172433	35	7	Delay	NonPred	3	1	6	1.172433	stim_6_A.png	stim_11_A.png
289.5	2.6948494	36	8	Delay	Pred	2	2	4	0.6948494	stim_3_A.png	stim_1_A.png
294	2.18902	37	8	Delay	Pred	2	1	3	0.18902	stim_3_A.png	stim_10_A.png
298.5	2.3364191	38	8	Delay	Pred	1	2	2	0.3364191	stim_8_A.png	stim_4_A.png
303	2.2767193	39	8	Delay	Pred	1	1	1	0.2767193	stim_8_A.png	stim_5_A.png
307.5	2.000720863	40	8	Delay	Pred	1	1	1	0.000720863	stim_8_A.png	stim_5_A.png
