onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.5794298	1	1	NoDelay	NonPred	8	2	16	0.5794298
10.5	2.3368842	2	1	NoDelay	NonPred	8	1	15	0.3368842
15	2.3571878	3	1	NoDelay	NonPred	8	1	15	0.3571878
19.5	2.5128608	4	1	NoDelay	NonPred	7	1	13	0.5128608
24	2.4138038	5	1	NoDelay	NonPred	8	2	15	0.4138038
46.5	2.3927857	6	2	NoDelay	Pred	6	1	11	0.3927857
51	2.4776823	7	2	NoDelay	Pred	6	2	12	0.4776823
55.5	2.3124654	8	2	NoDelay	Pred	5	1	9	0.3124654
60	2.3491969	9	2	NoDelay	Pred	5	2	9	0.3491969
64.5	2.3439195	10	2	NoDelay	Pred	5	2	10	0.3439195
87	2.4295555	11	3	NoDelay	NonPred	7	2	13	0.4295555
91.5	2.3129787	12	3	NoDelay	NonPred	7	1	13	0.3129787
96	2.333765	13	3	NoDelay	NonPred	7	2	14	0.333765
100.5	2.3532	14	3	NoDelay	NonPred	8	1	16	0.3532
105	2.6135764	15	3	NoDelay	NonPred	7	1	13	0.6135764
127.5	2.7131282	16	4	NoDelay	Pred	6	2	12	0.7131282
132	2.2855178	17	4	NoDelay	Pred	6	1	11	0.2855178
136.5	2.3047682	18	4	NoDelay	Pred	6	2	12	0.3047682
141	2.3893027	19	4	NoDelay	Pred	5	1	9	0.3893027
145.5	2.3675582	20	4	NoDelay	Pred	5	2	10	0.3675582
168	2.4373783	21	5	NoDelay	NonPred	7	1	13	0.4373783
172.5	2.4002	22	5	NoDelay	NonPred	8	1	16	0.4002
177	2.372301	23	5	NoDelay	NonPred	7	2	14	0.372301
181.5	2.4891555	24	5	NoDelay	NonPred	7	2	13	0.4891555
186	2.4361425	25	5	NoDelay	NonPred	8	2	15	0.4361425
208.5	2.4012333	26	6	NoDelay	Pred	5	1	9	0.4012333
213	2.5811189	27	6	NoDelay	Pred	6	1	11	0.5811189
217.5	2.311806	28	6	NoDelay	Pred	5	2	10	0.311806
222	2.5498912	29	6	NoDelay	Pred	6	2	12	0.5498912
226.5	2.6009815	30	6	NoDelay	Pred	5	2	10	0.6009815
249	2.3172396	31	7	NoDelay	NonPred	8	1	15	0.3172396
253.5	2.5529065	32	7	NoDelay	NonPred	7	1	14	0.5529065
258	2.325499	33	7	NoDelay	NonPred	8	2	16	0.325499
262.5	2.4894406	34	7	NoDelay	NonPred	8	2	16	0.4894406
267	2.3573237	35	7	NoDelay	NonPred	7	2	14	0.3573237
289.5	2.4972814	36	8	NoDelay	Pred	6	1	11	0.4972814
294	2.4690959	37	8	NoDelay	Pred	5	2	10	0.4690959
298.5	2.3211295	38	8	NoDelay	Pred	6	2	12	0.3211295
303	2.261627	39	8	NoDelay	Pred	5	1	9	0.261627
307.5	2.3296173	40	8	NoDelay	Pred	6	1	11	0.3296173
