onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.5406971	1	1	Delay	Pred	1	1	2	0.5406971
10.5	2.2967852	2	1	Delay	Pred	1	2	2	0.2967852
15	2.5159411	3	1	Delay	Pred	2	2	4	0.5159411
19.5	2.3763813	4	1	Delay	Pred	2	1	3	0.3763813
24	2.4128559	5	1	Delay	Pred	1	1	1	0.4128559
46.5	2.4962533	6	2	Delay	NonPred	4	1	7	0.4962533
51	2.4275587	7	2	Delay	NonPred	4	2	7	0.4275587
55.5	2.6006688	8	2	Delay	NonPred	4	1	8	0.6006688
60	2.8035488	9	2	Delay	NonPred	3	1	5	0.8035488
64.5	2.264389	10	2	Delay	NonPred	4	2	7	0.264389
87	2.6115622	11	3	Delay	Pred	2	1	3	0.6115622
91.5	2.7039703	12	3	Delay	Pred	1	2	2	0.7039703
96	2.5726768	13	3	Delay	Pred	2	2	4	0.5726768
100.5	2.6961798	14	3	Delay	Pred	2	1	3	0.6961798
105	2.3880357	15	3	Delay	Pred	1	1	1	0.3880357
127.5	2.4879348	16	4	Delay	NonPred	4	1	8	0.4879348
132	2.8510973	17	4	Delay	NonPred	3	2	6	0.8510973
136.5	2.7839285	18	4	Delay	NonPred	4	2	7	0.7839285
141	2.3238804	19	4	Delay	NonPred	4	1	8	0.3238804
145.5	2.3370237	20	4	Delay	NonPred	3	1	5	0.3370237
168	2.50783	21	5	Delay	Pred	2	2	4	0.50783
172.5	2.5678744	22	5	Delay	Pred	1	2	2	0.5678744
177	2.4443107	23	5	Delay	Pred	1	1	1	0.4443107
181.5	2.4870996	24	5	Delay	Pred	2	1	3	0.4870996
186	2.5322161	25	5	Delay	Pred	1	2	2	0.5322161
208.5	2.7129225	26	6	Delay	NonPred	4	1	7	0.7129225
213	2.6436558	27	6	Delay	NonPred	4	2	8	0.6436558
217.5	2.9599654	28	6	Delay	NonPred	3	1	6	0.9599654
222	2.5230214	29	6	Delay	NonPred	3	2	5	0.5230214
226.5	2.6790926	30	6	Delay	NonPred	4	2	8	0.6790926
249	2.6846379	31	7	Delay	Pred	2	2	4	0.6846379
253.5	2.2719636	32	7	Delay	Pred	1	1	1	0.2719636
258	2.3809883	33	7	Delay	Pred	2	1	3	0.3809883
262.5	2.5358568	34	7	Delay	Pred	1	2	2	0.5358568
267	2.5729408	35	7	Delay	Pred	2	1	3	0.5729408
289.5	2.6246676	36	8	Delay	NonPred	3	1	6	0.6246676
294	2.644517	37	8	Delay	NonPred	3	2	5	0.644517
298.5	2.464344	38	8	Delay	NonPred	3	2	6	0.464344
303	2.3399654	39	8	Delay	NonPred	3	1	5	0.3399654
307.5	2.5207221	40	8	Delay	NonPred	3	1	6	0.5207221
