onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.3501843	1	1	NoDelay	Pred	5	1	9	0.3501843	stim_8_A.png	stim_2_A.png
10.5	2.520353	2	1	NoDelay	Pred	6	2	12	0.520353	stim_1_A.png	stim_3_A.png
15	2.001705726	3	1	NoDelay	Pred	6	1	11	0.001705726	stim_1_A.png	stim_11_A.png
19.5	2.2975839	4	1	NoDelay	Pred	6	2	12	0.2975839	stim_1_A.png	stim_3_A.png
24	2.3010947	5	1	NoDelay	Pred	6	1	11	0.3010947	stim_1_A.png	stim_11_A.png
46.5	2.3137704	6	2	NoDelay	NonPred	8	2	15	0.3137704	stim_12_A.png	stim_6_A.png
51	2.2775825	7	2	NoDelay	NonPred	7	1	14	0.2775825	stim_9_A.png	stim_7_A.png
55.5	2.3221064	8	2	NoDelay	NonPred	7	2	14	0.3221064	stim_9_A.png	stim_7_A.png
60	2.3022564	9	2	NoDelay	NonPred	7	1	13	0.3022564	stim_9_A.png	stim_5_A.png
64.5	2.2415384	10	2	NoDelay	NonPred	7	2	14	0.2415384	stim_9_A.png	stim_7_A.png
87	2.5973215	11	3	NoDelay	Pred	5	1	9	0.5973215	stim_8_A.png	stim_2_A.png
91.5	2.5065136	12	3	NoDelay	Pred	5	2	10	0.5065136	stim_8_A.png	stim_4_A.png
96	2.3022888	13	3	NoDelay	Pred	5	1	9	0.3022888	stim_8_A.png	stim_2_A.png
100.5	2.345086	14	3	NoDelay	Pred	6	2	12	0.345086	stim_1_A.png	stim_3_A.png
105	2.3027474	15	3	NoDelay	Pred	5	1	9	0.3027474	stim_8_A.png	stim_2_A.png
127.5	2.5	16	4	NoDelay	NonPred	7	0	0	n/a	stim_9_A.png	n/a
132	2.6149808	17	4	NoDelay	NonPred	8	2	15	0.6149808	stim_12_A.png	stim_6_A.png
136.5	2.3138316	18	4	NoDelay	NonPred	8	1	15	0.3138316	stim_12_A.png	stim_6_A.png
141	2.3667631	19	4	NoDelay	NonPred	7	2	13	0.3667631	stim_9_A.png	stim_5_A.png
145.5	2.4415738	20	4	NoDelay	NonPred	7	1	14	0.4415738	stim_9_A.png	stim_7_A.png
168	3.205722	21	5	NoDelay	Pred	6	2	12	1.205722	stim_1_A.png	stim_3_A.png
172.5	2.346336	22	5	NoDelay	Pred	6	1	11	0.346336	stim_1_A.png	stim_11_A.png
177	2.3016416	23	5	NoDelay	Pred	6	2	12	0.3016416	stim_1_A.png	stim_3_A.png
181.5	2.338391	24	5	NoDelay	Pred	5	1	10	0.338391	stim_8_A.png	stim_4_A.png
186	2.3988767	25	5	NoDelay	Pred	6	2	12	0.3988767	stim_1_A.png	stim_3_A.png
208.5	2.3228595	26	6	NoDelay	NonPred	8	2	15	0.3228595	stim_12_A.png	stim_6_A.png
213	2.4939552	27	6	NoDelay	NonPred	8	1	15	0.4939552	stim_12_A.png	stim_6_A.png
217.5	2.000470648	28	6	NoDelay	NonPred	8	2	16	0.000470648	stim_12_A.png	stim_10_A.png
222	2.2702518	29	6	NoDelay	NonPred	8	1	16	0.2702518	stim_12_A.png	stim_10_A.png
226.5	2.2662951	30	6	NoDelay	NonPred	8	2	16	0.2662951	stim_12_A.png	stim_10_A.png
249	2.4291851	31	7	NoDelay	Pred	5	2	10	0.4291851	stim_8_A.png	stim_4_A.png
253.5	2.3708672	32	7	NoDelay	Pred	5	1	9	0.3708672	stim_8_A.png	stim_2_A.png
258	2.3667086	33	7	NoDelay	Pred	5	2	10	0.3667086	stim_8_A.png	stim_4_A.png
262.5	2.2964235	34	7	NoDelay	Pred	5	1	9	0.2964235	stim_8_A.png	stim_2_A.png
267	2.3348796	35	7	NoDelay	Pred	6	2	12	0.3348796	stim_1_A.png	stim_3_A.png
289.5	2.2812736	36	8	NoDelay	NonPred	7	1	14	0.2812736	stim_9_A.png	stim_7_A.png
294	2.342357	37	8	NoDelay	NonPred	8	2	16	0.342357	stim_12_A.png	stim_10_A.png
298.5	2.3469466	38	8	NoDelay	NonPred	7	1	13	0.3469466	stim_9_A.png	stim_5_A.png
303	2.3102857	39	8	NoDelay	NonPred	8	2	16	0.3102857	stim_12_A.png	stim_10_A.png
307.5	2.3380625	40	8	NoDelay	NonPred	7	1	13	0.3380625	stim_9_A.png	stim_5_A.png
