onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.7806392	1	1	Delay	NonPred	4	2	8	0.7806392
10.5	2.5761882	2	1	Delay	NonPred	4	1	8	0.5761882
15	2.4607758	3	1	Delay	NonPred	3	2	6	0.4607758
19.5	2.3932987	4	1	Delay	NonPred	3	1	5	0.3932987
24	2.4454491	5	1	Delay	NonPred	3	2	5	0.4454491
46.5	2.7455408	6	2	Delay	Pred	2	2	4	0.7455408
51	2.6926411	7	2	Delay	Pred	2	1	3	0.6926411
55.5	2.7933772	8	2	Delay	Pred	2	2	4	0.7933772
60	2.3891416	9	2	Delay	Pred	2	1	3	0.3891416
64.5	2.4098045	10	2	Delay	Pred	1	2	1	0.4098045
87	2.5101104	11	3	Delay	NonPred	4	2	7	0.5101104
91.5	2.6730449	12	3	Delay	NonPred	3	1	5	0.6730449
96	2.7815078	13	3	Delay	NonPred	4	2	8	0.7815078
100.5	3.018608	14	3	Delay	NonPred	4	1	7	1.018608
105	2.8054092	15	3	Delay	NonPred	3	2	6	0.8054092
127.5	2.5619966	16	4	Delay	Pred	2	2	4	0.5619966
132	2.5579668	17	4	Delay	Pred	2	1	3	0.5579668
136.5	2.4344211	18	4	Delay	Pred	2	2	4	0.4344211
141	2.3814322	19	4	Delay	Pred	2	1	3	0.3814322
145.5	2.4823547	20	4	Delay	Pred	1	2	2	0.4823547
168	2.614152	21	5	Delay	NonPred	3	1	6	0.614152
172.5	2.4193501	22	5	Delay	NonPred	3	2	5	0.4193501
177	2.4068885	23	5	Delay	NonPred	4	1	8	0.4068885
181.5	2.4584552	24	5	Delay	NonPred	4	2	7	0.4584552
186	2.630334	25	5	Delay	NonPred	3	1	5	0.630334
208.5	3.004264	26	6	Delay	Pred	1	2	2	1.004264
213	2.7032539	27	6	Delay	Pred	2	1	3	0.7032539
217.5	2.4681988	28	6	Delay	Pred	1	2	2	0.4681988
222	2.4474361	29	6	Delay	Pred	1	1	1	0.4474361
226.5	2.4829245	30	6	Delay	Pred	1	2	2	0.4829245
249	2.3846211	31	7	Delay	NonPred	3	1	6	0.3846211
253.5	2.6367192	32	7	Delay	NonPred	4	2	7	0.6367192
258	2.5441199	33	7	Delay	NonPred	4	1	7	0.5441199
262.5	2.6606825	34	7	Delay	NonPred	4	2	8	0.6606825
267	2.647988	35	7	Delay	NonPred	3	1	6	0.647988
289.5	2.4289903	36	8	Delay	Pred	1	2	2	0.4289903
294	2.5443423	37	8	Delay	Pred	2	1	3	0.5443423
298.5	2.8448817	38	8	Delay	Pred	1	2	2	0.8448817
303	2.3773184	39	8	Delay	Pred	1	1	1	0.3773184
307.5	2.6049035	40	8	Delay	Pred	1	2	2	0.6049035
