onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.4911679	1	1	Delay	Pred	1	2	2	0.4911679
10.5	2.342787	2	1	Delay	Pred	2	1	3	0.342787
15	2.3625982	3	1	Delay	Pred	2	2	4	0.3625982
19.5	2.3836895	4	1	Delay	Pred	2	1	3	0.3836895
24	3.066827	5	1	Delay	Pred	1	2	2	1.066827
46.5	2.488144	6	2	Delay	NonPred	4	1	8	0.488144
51	2.5154515	7	2	Delay	NonPred	4	2	7	0.5154515
55.5	3.255847	8	2	Delay	NonPred	4	1	7	1.255847
60	2.435775	9	2	Delay	NonPred	4	2	8	0.435775
64.5	2.4158691	10	2	Delay	NonPred	4	1	7	0.4158691
87	2	11	3	Delay	Pred	1	0	0	n/a
91.5	2.3602477	12	3	Delay	Pred	2	2	4	0.3602477
96	2.46857	13	3	Delay	Pred	1	1	1	0.46857
100.5	2.1841204	14	3	Delay	Pred	2	2	4	0.1841204
105	2.4042294	15	3	Delay	Pred	1	1	1	0.4042294
127.5	2.5531404	16	4	Delay	NonPred	4	2	8	0.5531404
132	2.5400957	17	4	Delay	NonPred	4	1	7	0.5400957
136.5	2.6325842	18	4	Delay	NonPred	3	2	6	0.6325842
141	2.8285625	19	4	Delay	NonPred	3	1	5	0.8285625
145.5	2.9287207	20	4	Delay	NonPred	3	2	6	0.9287207
168	2.3811024	21	5	Delay	Pred	1	2	2	0.3811024
172.5	2.00846926	22	5	Delay	Pred	2	1	4	0.00846926
177	2.7417005	23	5	Delay	Pred	1	2	2	0.7417005
181.5	2.4253063	24	5	Delay	Pred	2	1	3	0.4253063
186	2.3736793	25	5	Delay	Pred	1	2	2	0.3736793
208.5	2.4327034	26	6	Delay	NonPred	4	1	7	0.4327034
213	2.8291078	27	6	Delay	NonPred	4	2	8	0.8291078
217.5	3.176606	28	6	Delay	NonPred	3	1	6	1.176606
222	2.8208562	29	6	Delay	NonPred	3	2	5	0.8208562
226.5	2.7784113	30	6	Delay	NonPred	3	1	5	0.7784113
249	2.7333385	31	7	Delay	Pred	2	2	4	0.7333385
253.5	2.4571208	32	7	Delay	Pred	1	1	1	0.4571208
258	2.3977605	33	7	Delay	Pred	1	2	2	0.3977605
262.5	2.385676	34	7	Delay	Pred	2	1	3	0.385676
267	2.4377222	35	7	Delay	Pred	2	2	4	0.4377222
289.5	2.4341244	36	8	Delay	NonPred	4	1	8	0.4341244
294	2.6220094	37	8	Delay	NonPred	3	2	5	0.6220094
298.5	2.4495799	38	8	Delay	NonPred	3	1	6	0.4495799
303	2.8151766	39	8	Delay	NonPred	3	2	6	0.8151766
307.5	2	40	8	Delay	NonPred	3	0	0	n/a
