onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.7991416	1	1	Delay	NonPred	3	2	5	0.7991416
10.5	2.2824027	2	1	Delay	NonPred	4	2	7	0.2824027
15	2.3088653	3	1	Delay	NonPred	4	1	7	0.3088653
19.5	2.4985125	4	1	Delay	NonPred	4	1	8	0.4985125
24	2.3993454	5	1	Delay	NonPred	3	1	5	0.3993454
46.5	2.3941058	6	2	Delay	Pred	2	1	3	0.3941058
51	2.2296905	7	2	Delay	Pred	2	1	3	0.2296905
55.5	2.2172182	8	2	Delay	Pred	2	2	4	0.2172182
60	2.2865985	9	2	Delay	Pred	2	2	4	0.2865985
64.5	2.35432	10	2	Delay	Pred	2	2	4	0.35432
87	2.2933399	11	3	Delay	NonPred	3	1	5	0.2933399
91.5	2.1313364	12	3	Delay	NonPred	4	2	7	0.1313364
96	2.05508057	13	3	Delay	NonPred	4	2	8	0.05508057
100.5	2.6022371	14	3	Delay	NonPred	4	2	7	0.6022371
105	2.5015364	15	3	Delay	NonPred	3	1	6	0.5015364
127.5	2.8659697	16	4	Delay	Pred	1	1	1	0.8659697
132	2.5341622	17	4	Delay	Pred	1	2	2	0.5341622
136.5	2.2576929	18	4	Delay	Pred	1	2	2	0.2576929
141	2.3506549	19	4	Delay	Pred	2	2	4	0.3506549
145.5	2.3374778	20	4	Delay	Pred	1	1	1	0.3374778
168	2.8791486	21	5	Delay	NonPred	3	1	6	0.8791486
172.5	2.1609126	22	5	Delay	NonPred	4	2	8	0.1609126
177	2.1425793	23	5	Delay	NonPred	4	1	7	0.1425793
181.5	2.09903988	24	5	Delay	NonPred	4	1	8	0.09903988
186	2.4874677	25	5	Delay	NonPred	3	2	6	0.4874677
208.5	2.2274866	26	6	Delay	Pred	1	1	1	0.2274866
213	2.3511412	27	6	Delay	Pred	1	1	1	0.3511412
217.5	2.1536518	28	6	Delay	Pred	1	1	1	0.1536518
222	2.001718367	29	6	Delay	Pred	2	1	4	0.001718367
226.5	2.001919517	30	6	Delay	Pred	1	1	1	0.001919517
249	2.2470719	31	7	Delay	NonPred	3	1	5	0.2470719
253.5	2.01782883	32	7	Delay	NonPred	3	2	5	0.01782883
258	2.8298423	33	7	Delay	NonPred	4	2	8	0.8298423
262.5	2.1634451	34	7	Delay	NonPred	3	2	6	0.1634451
267	2.1267379	35	7	Delay	NonPred	3	2	6	0.1267379
289.5	2.4018348	36	8	Delay	Pred	2	1	3	0.4018348
294	2.4620479	37	8	Delay	Pred	2	2	4	0.4620479
298.5	2.1463938	38	8	Delay	Pred	2	1	3	0.1463938
303	2.6620134	39	8	Delay	Pred	1	2	2	0.6620134
307.5	2.1625539	40	8	Delay	Pred	1	1	1	0.1625539
