onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.4752118	1	1	Delay	Pred	2	2	4	0.4752118
10.5	2.4078113	2	1	Delay	Pred	2	1	3	0.4078113
15	2.3389411	3	1	Delay	Pred	1	2	2	0.3389411
19.5	2.4231104	4	1	Delay	Pred	1	1	1	0.4231104
24	2.7143297	5	1	Delay	Pred	2	2	4	0.7143297
46.5	2.3190145	6	2	Delay	NonPred	4	1	7	0.3190145
51	2.3799732	7	2	Delay	NonPred	3	2	5	0.3799732
55.5	2.4300672	8	2	Delay	NonPred	4	1	7	0.4300672
60	2.2752829	9	2	Delay	NonPred	4	2	8	0.2752829
64.5	2.4550132	10	2	Delay	NonPred	4	1	8	0.4550132
87	2.4029793	11	3	Delay	Pred	1	2	2	0.4029793
91.5	2.2946812	12	3	Delay	Pred	2	1	3	0.2946812
96	2.3960649	13	3	Delay	Pred	2	2	4	0.3960649
100.5	2.3993912	14	3	Delay	Pred	1	1	1	0.3993912
105	3.003351	15	3	Delay	Pred	1	2	2	1.003351
127.5	2.4868896	16	4	Delay	NonPred	3	1	5	0.4868896
132	2.3876289	17	4	Delay	NonPred	4	2	7	0.3876289
136.5	2.3198937	18	4	Delay	NonPred	3	1	6	0.3198937
141	2.3306302	19	4	Delay	NonPred	4	1	7	0.3306302
145.5	2.5988903	20	4	Delay	NonPred	3	2	6	0.5988903
168	2.3540979	21	5	Delay	Pred	1	1	1	0.3540979
172.5	2.303684	22	5	Delay	Pred	2	2	4	0.303684
177	2.3396289	23	5	Delay	Pred	2	1	3	0.3396289
181.5	2.3665472	24	5	Delay	Pred	2	2	4	0.3665472
186	2.826785	25	5	Delay	Pred	2	1	3	0.826785
208.5	2.2712744	26	6	Delay	NonPred	4	2	8	0.2712744
213	2.6835585	27	6	Delay	NonPred	3	1	5	0.6835585
217.5	2.5438983	28	6	Delay	NonPred	4	1	7	0.5438983
222	2.3638019	29	6	Delay	NonPred	4	2	8	0.3638019
226.5	2.3748266	30	6	Delay	NonPred	4	1	8	0.3748266
249	2.2665961	31	7	Delay	Pred	1	1	1	0.2665961
253.5	2.1198746	32	7	Delay	Pred	2	2	3	0.1198746
258	2.4514523	33	7	Delay	Pred	1	1	1	0.4514523
262.5	2.3186973	34	7	Delay	Pred	1	2	2	0.3186973
267	2.3150339	35	7	Delay	Pred	1	1	1	0.3150339
289.5	2.3273065	36	8	Delay	NonPred	3	1	5	0.3273065
294	2.3231477	37	8	Delay	NonPred	3	2	6	0.3231477
298.5	2.3046955	38	8	Delay	NonPred	3	1	5	0.3046955
303	2.2909806	39	8	Delay	NonPred	3	2	6	0.2909806
307.5	3.263522	40	8	Delay	NonPred	3	2	6	1.263522
