onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.6366909	1	1	Delay	NonPred	4	2	8	0.6366909
10.5	2.001854809	2	1	Delay	NonPred	4	1	8	0.001854809
15	2.2034262	3	1	Delay	NonPred	3	1	6	0.2034262
19.5	2.1206033	4	1	Delay	NonPred	4	2	7	0.1206033
24	2.001861771	5	1	Delay	NonPred	4	1	8	0.001861771
46.5	2.2792933	6	2	Delay	Pred	2	1	4	0.2792933
51	2.4052307	7	2	Delay	Pred	1	2	2	0.4052307
55.5	2.4556546	8	2	Delay	Pred	2	1	3	0.4556546
60	2.001793418	9	2	Delay	Pred	2	2	4	0.001793418
64.5	2.4413285	10	2	Delay	Pred	1	1	1	0.4413285
87	2.3798319	11	3	Delay	NonPred	4	2	7	0.3798319
91.5	2.3447573	12	3	Delay	NonPred	4	1	7	0.3447573
96	2.4360702	13	3	Delay	NonPred	3	1	6	0.4360702
100.5	2.4876659	14	3	Delay	NonPred	4	2	8	0.4876659
105	2.5874428	15	3	Delay	NonPred	4	2	7	0.5874428
127.5	2.3925491	16	4	Delay	Pred	1	1	1	0.3925491
132	2.8373031	17	4	Delay	Pred	1	1	1	0.8373031
136.5	2.8403973	18	4	Delay	Pred	2	2	4	0.8403973
141	2.1092781	19	4	Delay	Pred	2	2	4	0.1092781
145.5	2.447372	20	4	Delay	Pred	1	2	2	0.447372
168	2.5328128	21	5	Delay	NonPred	3	2	6	0.5328128
172.5	3.112589	22	5	Delay	NonPred	4	1	8	1.112589
177	2.4128429	23	5	Delay	NonPred	3	2	5	0.4128429
181.5	2.3847116	24	5	Delay	NonPred	3	1	5	0.3847116
186	2.001766227	25	5	Delay	NonPred	3	2	6	0.001766227
208.5	2.5205702	26	6	Delay	Pred	2	1	3	0.5205702
213	2.6274496	27	6	Delay	Pred	1	2	2	0.6274496
217.5	2	28	6	Delay	Pred	2	0	0	n/a
222	2.5250567	29	6	Delay	Pred	1	1	1	0.5250567
226.5	2.8472501	30	6	Delay	Pred	2	2	4	0.8472501
249	2.6370598	31	7	Delay	NonPred	4	1	7	0.6370598
253.5	2.2328356	32	7	Delay	NonPred	3	2	5	0.2328356
258	2.5250093	33	7	Delay	NonPred	3	1	5	0.5250093
262.5	3.041496	34	7	Delay	NonPred	3	2	5	1.041496
267	2.7322476	35	7	Delay	NonPred	3	1	6	0.7322476
289.5	2.6405511	36	8	Delay	Pred	2	1	3	0.6405511
294	2.5562507	37	8	Delay	Pred	1	2	2	0.5562507
298.5	2	38	8	Delay	Pred	1	0	0	n/a
303	2.2516858	39	8	Delay	Pred	2	1	3	0.2516858
307.5	2.3836613	40	8	Delay	Pred	1	2	2	0.3836613
