onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.5645524	1	1	Delay	NonPred	4	1	7	0.5645524
10.5	2.3434881	2	1	Delay	NonPred	3	2	5	0.3434881
15	2.587588	3	1	Delay	NonPred	4	1	8	0.587588
19.5	2.001635412	4	1	Delay	NonPred	4	2	8	0.001635412
24	2.3969863	5	1	Delay	NonPred	3	1	6	0.3969863
46.5	2.3132186	6	2	Delay	Pred	2	1	3	0.3132186
51	2.428376	7	2	Delay	Pred	1	2	2	0.428376
55.5	2.377722	8	2	Delay	Pred	2	2	4	0.377722
60	2.2920455	9	2	Delay	Pred	2	1	3	0.2920455
64.5	2.4002944	10	2	Delay	Pred	1	2	2	0.4002944
87	2.5493538	11	3	Delay	NonPred	4	1	7	0.5493538
91.5	2.4817472	12	3	Delay	NonPred	3	1	6	0.4817472
96	2.6691534	13	3	Delay	NonPred	3	2	6	0.6691534
100.5	2.3226523	14	3	Delay	NonPred	3	1	5	0.3226523
105	2.3729536	15	3	Delay	NonPred	4	2	7	0.3729536
127.5	2.6586642	16	4	Delay	Pred	1	2	2	0.6586642
132	2.3583684	17	4	Delay	Pred	1	1	1	0.3583684
136.5	2.5219098	18	4	Delay	Pred	1	2	1	0.5219098
141	2.3012193	19	4	Delay	Pred	2	1	3	0.3012193
145.5	2.3547537	20	4	Delay	Pred	2	2	4	0.3547537
168	2.8065007	21	5	Delay	NonPred	3	2	5	0.8065007
172.5	2.1870817	22	5	Delay	NonPred	3	1	5	0.1870817
177	2.3107428	23	5	Delay	NonPred	4	1	8	0.3107428
181.5	2.6747739	24	5	Delay	NonPred	4	2	8	0.6747739
186	2.4457529	25	5	Delay	NonPred	4	1	8	0.4457529
208.5	2.3394247	26	6	Delay	Pred	2	1	3	0.3394247
213	2.4236857	27	6	Delay	Pred	1	2	2	0.4236857
217.5	2.3796097	28	6	Delay	Pred	2	2	4	0.3796097
222	2.3670252	29	6	Delay	Pred	2	1	3	0.3670252
226.5	2.4677135	30	6	Delay	Pred	1	2	2	0.4677135
249	2.727679	31	7	Delay	NonPred	3	2	6	0.727679
253.5	2.4528084	32	7	Delay	NonPred	4	1	7	0.4528084
258	2.4006386	33	7	Delay	NonPred	3	1	6	0.4006386
262.5	2.7077395	34	7	Delay	NonPred	4	1	7	0.7077395
267	2.8007267	35	7	Delay	NonPred	3	2	5	0.8007267
289.5	2.5563289	36	8	Delay	Pred	2	1	3	0.5563289
294	2.2409358	37	8	Delay	Pred	1	2	2	0.2409358
298.5	2.3329607	38	8	Delay	Pred	2	2	4	0.3329607
303	2.4410147	39	8	Delay	Pred	1	1	1	0.4410147
307.5	3.316456	40	8	Delay	Pred	1	2	2	1.316456
