onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.2794202	1	1	NoDelay	NonPred	8	2	15	0.2794202	stim_3_A.png	stim_11_A.png
10.5	2.3075855	2	1	NoDelay	NonPred	7	1	13	0.3075855	stim_2_A.png	stim_7_A.png
15	2.000899376	3	1	NoDelay	NonPred	7	2	14	0.000899376	stim_2_A.png	stim_5_A.png
19.5	2.2674964	4	1	NoDelay	NonPred	7	1	14	0.2674964	stim_2_A.png	stim_5_A.png
24	2.5911153	5	1	NoDelay	NonPred	7	2	14	0.5911153	stim_2_A.png	stim_5_A.png
46.5	2.2921132	6	2	NoDelay	Pred	5	1	9	0.2921132	stim_12_A.png	stim_9_A.png
51	2.5440386	7	2	NoDelay	Pred	5	2	10	0.5440386	stim_12_A.png	stim_8_A.png
55.5	2.5	8	2	NoDelay	Pred	5	0	0	n/a	stim_12_A.png	n/a
60	2.1681838	9	2	NoDelay	Pred	6	2	12	0.1681838	stim_4_A.png	stim_10_A.png
64.5	2.5325113	10	2	NoDelay	Pred	5	1	9	0.5325113	stim_12_A.png	stim_9_A.png
87	2.0901226	11	3	NoDelay	NonPred	8	2	15	0.0901226	stim_3_A.png	stim_11_A.png
91.5	2.3327955	12	3	NoDelay	NonPred	8	1	15	0.3327955	stim_3_A.png	stim_11_A.png
96	2.4171249	13	3	NoDelay	NonPred	7	2	14	0.4171249	stim_2_A.png	stim_5_A.png
100.5	2.2845649	14	3	NoDelay	NonPred	7	1	14	0.2845649	stim_2_A.png	stim_5_A.png
105	2.4570317	15	3	NoDelay	NonPred	7	2	13	0.4570317	stim_2_A.png	stim_7_A.png
127.5	2.7091323	16	4	NoDelay	Pred	5	1	9	0.7091323	stim_12_A.png	stim_9_A.png
132	3.01698	17	4	NoDelay	Pred	5	2	10	1.01698	stim_12_A.png	stim_8_A.png
136.5	2.5254114	18	4	NoDelay	Pred	5	1	9	0.5254114	stim_12_A.png	stim_9_A.png
141	2.3135125	19	4	NoDelay	Pred	6	2	12	0.3135125	stim_4_A.png	stim_10_A.png
145.5	2.1897662	20	4	NoDelay	Pred	6	1	11	0.1897662	stim_4_A.png	stim_1_A.png
168	2.2335116	21	5	NoDelay	NonPred	8	1	16	0.2335116	stim_3_A.png	stim_6_A.png
172.5	2.3259384	22	5	NoDelay	NonPred	7	2	13	0.3259384	stim_2_A.png	stim_7_A.png
177	2.3218957	23	5	NoDelay	NonPred	8	1	15	0.3218957	stim_3_A.png	stim_11_A.png
181.5	2.006024737	24	5	NoDelay	NonPred	8	2	16	0.006024737	stim_3_A.png	stim_6_A.png
186	2.2979401	25	5	NoDelay	NonPred	8	1	16	0.2979401	stim_3_A.png	stim_6_A.png
208.5	2.6540722	26	6	NoDelay	Pred	6	2	12	0.6540722	stim_4_A.png	stim_10_A.png
213	2.2964274	27	6	NoDelay	Pred	6	1	11	0.2964274	stim_4_A.png	stim_1_A.png
217.5	2.2706047	28	6	NoDelay	Pred	5	2	9	0.2706047	stim_12_A.png	stim_9_A.png
222	2.1383592	29	6	NoDelay	Pred	6	2	12	0.1383592	stim_4_A.png	stim_10_A.png
226.5	2.3028202	30	6	NoDelay	Pred	6	1	11	0.3028202	stim_4_A.png	stim_1_A.png
249	2.2755634	31	7	NoDelay	NonPred	8	1	16	0.2755634	stim_3_A.png	stim_6_A.png
253.5	2.2547694	32	7	NoDelay	NonPred	7	2	13	0.2547694	stim_2_A.png	stim_7_A.png
258	2.3791631	33	7	NoDelay	NonPred	8	1	15	0.3791631	stim_3_A.png	stim_11_A.png
262.5	2.3350152	34	7	NoDelay	NonPred	8	2	16	0.3350152	stim_3_A.png	stim_6_A.png
267	2.3713996	35	7	NoDelay	NonPred	7	1	14	0.3713996	stim_2_A.png	stim_5_A.png
289.5	3.023609	36	8	NoDelay	Pred	6	1	11	1.023609	stim_4_A.png	stim_1_A.png
294	2.3882817	37	8	NoDelay	Pred	6	2	12	0.3882817	stim_4_A.png	stim_10_A.png
298.5	2.2155184	38	8	NoDelay	Pred	5	1	9	0.2155184	stim_12_A.png	stim_9_A.png
303	2.2757279	39	8	NoDelay	Pred	6	2	12	0.2757279	stim_4_A.png	stim_10_A.png
307.5	2.000916312	40	8	NoDelay	Pred	5	1	9	0.000916312	stim_12_A.png	stim_9_A.png
