onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.2985734	1	1	NoDelay	Pred	6	2	12	0.2985734	stim_4_A.png	stim_10_A.png
10.5	2.4380717	2	1	NoDelay	Pred	5	1	9	0.4380717	stim_12_A.png	stim_9_A.png
15	2.03433691	3	1	NoDelay	Pred	5	1	9	0.03433691	stim_12_A.png	stim_9_A.png
19.5	2.4301021	4	1	NoDelay	Pred	6	2	12	0.4301021	stim_4_A.png	stim_10_A.png
24	2.06602089	5	1	NoDelay	Pred	5	1	9	0.06602089	stim_12_A.png	stim_9_A.png
46.5	2.2861231	6	2	NoDelay	NonPred	8	2	15	0.2861231	stim_3_A.png	stim_11_A.png
51	2.4027654	7	2	NoDelay	NonPred	8	1	16	0.4027654	stim_3_A.png	stim_6_A.png
55.5	2.4543084	8	2	NoDelay	NonPred	8	2	16	0.4543084	stim_3_A.png	stim_6_A.png
60	2.3064057	9	2	NoDelay	NonPred	8	1	15	0.3064057	stim_3_A.png	stim_11_A.png
64.5	2.2707111	10	2	NoDelay	NonPred	7	2	13	0.2707111	stim_2_A.png	stim_7_A.png
87	2.3232315	11	3	NoDelay	Pred	6	2	11	0.3232315	stim_4_A.png	stim_1_A.png
91.5	2.303124	12	3	NoDelay	Pred	6	1	11	0.303124	stim_4_A.png	stim_1_A.png
96	2.4754461	13	3	NoDelay	Pred	5	2	10	0.4754461	stim_12_A.png	stim_8_A.png
100.5	2.3032095	14	3	NoDelay	Pred	5	1	9	0.3032095	stim_12_A.png	stim_9_A.png
105	2.2750775	15	3	NoDelay	Pred	6	2	12	0.2750775	stim_4_A.png	stim_10_A.png
127.5	2.2397857	16	4	NoDelay	NonPred	7	1	13	0.2397857	stim_2_A.png	stim_7_A.png
132	2.2685253	17	4	NoDelay	NonPred	8	2	15	0.2685253	stim_3_A.png	stim_11_A.png
136.5	2.4800594	18	4	NoDelay	NonPred	7	2	13	0.4800594	stim_2_A.png	stim_7_A.png
141	2.2837536	19	4	NoDelay	NonPred	7	1	14	0.2837536	stim_2_A.png	stim_5_A.png
145.5	2.08746336	20	4	NoDelay	NonPred	7	1	14	0.08746336	stim_2_A.png	stim_5_A.png
168	2.2837657	21	5	NoDelay	Pred	5	2	10	0.2837657	stim_12_A.png	stim_8_A.png
172.5	2.5207457	22	5	NoDelay	Pred	6	1	11	0.5207457	stim_4_A.png	stim_1_A.png
177	2.8846992	23	5	NoDelay	Pred	5	2	10	0.8846992	stim_12_A.png	stim_8_A.png
181.5	2.2638255	24	5	NoDelay	Pred	6	1	11	0.2638255	stim_4_A.png	stim_1_A.png
186	2.3726714	25	5	NoDelay	Pred	6	2	12	0.3726714	stim_4_A.png	stim_10_A.png
208.5	2.3203275	26	6	NoDelay	NonPred	7	1	13	0.3203275	stim_2_A.png	stim_7_A.png
213	2.3802235	27	6	NoDelay	NonPred	8	2	16	0.3802235	stim_3_A.png	stim_6_A.png
217.5	2.3693502	28	6	NoDelay	NonPred	8	1	15	0.3693502	stim_3_A.png	stim_11_A.png
222	2.3657118	29	6	NoDelay	NonPred	7	1	14	0.3657118	stim_2_A.png	stim_5_A.png
226.5	2.4491436	30	6	NoDelay	NonPred	7	2	14	0.4491436	stim_2_A.png	stim_5_A.png
249	2.3888316	31	7	NoDelay	Pred	6	1	11	0.3888316	stim_4_A.png	stim_1_A.png
253.5	2.3374406	32	7	NoDelay	Pred	5	2	10	0.3374406	stim_12_A.png	stim_8_A.png
258	2.4692403	33	7	NoDelay	Pred	5	1	9	0.4692403	stim_12_A.png	stim_9_A.png
262.5	2.6250009	34	7	NoDelay	Pred	6	2	12	0.6250009	stim_4_A.png	stim_10_A.png
267	2.2699395	35	7	NoDelay	Pred	5	1	9	0.2699395	stim_12_A.png	stim_9_A.png
289.5	2.1698556	36	8	NoDelay	NonPred	8	2	16	0.1698556	stim_3_A.png	stim_6_A.png
294	2.3504845	37	8	NoDelay	NonPred	8	1	15	0.3504845	stim_3_A.png	stim_11_A.png
298.5	2.354337	38	8	NoDelay	NonPred	7	1	13	0.354337	stim_2_A.png	stim_7_A.png
303	2.01378112	39	8	NoDelay	NonPred	8	2	16	0.01378112	stim_3_A.png	stim_6_A.png
307.5	2.5384127	40	8	NoDelay	NonPred	7	1	14	0.5384127	stim_2_A.png	stim_5_A.png
