onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.4752118	1	1	Delay	Pred	2	2	4	0.4752118	stim_3_B.png	stim_9_B.png
10.5	2.4078113	2	1	Delay	Pred	2	1	3	0.4078113	stim_3_B.png	stim_11_B.png
15	2.3389411	3	1	Delay	Pred	1	2	2	0.3389411	stim_7_B.png	stim_10_B.png
19.5	2.4231104	4	1	Delay	Pred	1	1	1	0.4231104	stim_7_B.png	stim_6_B.png
24	2.7143297	5	1	Delay	Pred	2	2	4	0.7143297	stim_3_B.png	stim_9_B.png
46.5	2.3190145	6	2	Delay	NonPred	4	1	7	0.3190145	stim_5_B.png	stim_1_B.png
51	2.3799732	7	2	Delay	NonPred	3	2	5	0.3799732	stim_8_B.png	stim_2_B.png
55.5	2.4300672	8	2	Delay	NonPred	4	1	7	0.4300672	stim_5_B.png	stim_1_B.png
60	2.2752829	9	2	Delay	NonPred	4	2	8	0.2752829	stim_5_B.png	stim_12_B.png
64.5	2.4550132	10	2	Delay	NonPred	4	1	8	0.4550132	stim_5_B.png	stim_12_B.png
87	2.4029793	11	3	Delay	Pred	1	2	2	0.4029793	stim_7_B.png	stim_10_B.png
91.5	2.2946812	12	3	Delay	Pred	2	1	3	0.2946812	stim_3_B.png	stim_11_B.png
96	2.3960649	13	3	Delay	Pred	2	2	4	0.3960649	stim_3_B.png	stim_9_B.png
100.5	2.3993912	14	3	Delay	Pred	1	1	1	0.3993912	stim_7_B.png	stim_6_B.png
105	3.003351	15	3	Delay	Pred	1	2	2	1.003351	stim_7_B.png	stim_10_B.png
127.5	2.4868896	16	4	Delay	NonPred	3	1	5	0.4868896	stim_8_B.png	stim_2_B.png
132	2.3876289	17	4	Delay	NonPred	4	2	7	0.3876289	stim_5_B.png	stim_1_B.png
136.5	2.3198937	18	4	Delay	NonPred	3	1	6	0.3198937	stim_8_B.png	stim_4_B.png
141	2.3306302	19	4	Delay	NonPred	4	1	7	0.3306302	stim_5_B.png	stim_1_B.png
145.5	2.5988903	20	4	Delay	NonPred	3	2	6	0.5988903	stim_8_B.png	stim_4_B.png
168	2.3540979	21	5	Delay	Pred	1	1	1	0.3540979	stim_7_B.png	stim_6_B.png
172.5	2.303684	22	5	Delay	Pred	2	2	4	0.303684	stim_3_B.png	stim_9_B.png
177	2.3396289	23	5	Delay	Pred	2	1	3	0.3396289	stim_3_B.png	stim_11_B.png
181.5	2.3665472	24	5	Delay	Pred	2	2	4	0.3665472	stim_3_B.png	stim_9_B.png
186	2.826785	25	5	Delay	Pred	2	1	3	0.826785	stim_3_B.png	stim_11_B.png
208.5	2.2712744	26	6	Delay	NonPred	4	2	8	0.2712744	stim_5_B.png	stim_12_B.png
213	2.6835585	27	6	Delay	NonPred	3	1	5	0.6835585	stim_8_B.png	stim_2_B.png
217.5	2.5438983	28	6	Delay	NonPred	4	1	7	0.5438983	stim_5_B.png	stim_1_B.png
222	2.3638019	29	6	Delay	NonPred	4	2	8	0.3638019	stim_5_B.png	stim_12_B.png
226.5	2.3748266	30	6	Delay	NonPred	4	1	8	0.3748266	stim_5_B.png	stim_12_B.png
249	2.2665961	31	7	Delay	Pred	1	1	1	0.2665961	stim_7_B.png	stim_6_B.png
253.5	2.1198746	32	7	Delay	Pred	2	2	3	0.1198746	stim_3_B.png	stim_11_B.png
258	2.4514523	33	7	Delay	Pred	1	1	1	0.4514523	stim_7_B.png	stim_6_B.png
262.5	2.3186973	34	7	Delay	Pred	1	2	2	0.3186973	stim_7_B.png	stim_10_B.png
267	2.3150339	35	7	Delay	Pred	1	1	1	0.3150339	stim_7_B.png	stim_6_B.png
289.5	2.3273065	36	8	Delay	NonPred	3	1	5	0.3273065	stim_8_B.png	stim_2_B.png
294	2.3231477	37	8	Delay	NonPred	3	2	6	0.3231477	stim_8_B.png	stim_4_B.png
298.5	2.3046955	38	8	Delay	NonPred	3	1	5	0.3046955	stim_8_B.png	stim_2_B.png
303	2.2909806	39	8	Delay	NonPred	3	2	6	0.2909806	stim_8_B.png	stim_4_B.png
307.5	3.263522	40	8	Delay	NonPred	3	2	6	1.263522	stim_8_B.png	stim_4_B.png
