onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.4924034	1	1	Delay	Pred	1	1	1	0.4924034	stim_6_B.png	stim_5_B.png
10.5	2.4321509	2	1	Delay	Pred	2	2	4	0.4321509	stim_2_B.png	stim_4_B.png
15	2.5156998	3	1	Delay	Pred	2	1	3	0.5156998	stim_2_B.png	stim_3_B.png
19.5	2.3358035	4	1	Delay	Pred	2	2	4	0.3358035	stim_2_B.png	stim_4_B.png
24	2.116437	5	1	Delay	Pred	2	1	3	0.116437	stim_2_B.png	stim_3_B.png
46.5	2.5	6	2	Delay	NonPred	3	0	0	n/a	stim_12_B.png	n/a
51	2.3238734	7	2	Delay	NonPred	4	2	8	0.3238734	stim_11_B.png	stim_1_B.png
55.5	2.4166285	8	2	Delay	NonPred	3	1	6	0.4166285	stim_12_B.png	stim_7_B.png
60	2.3325695	9	2	Delay	NonPred	3	2	5	0.3325695	stim_12_B.png	stim_8_B.png
64.5	2.3118478	10	2	Delay	NonPred	3	1	6	0.3118478	stim_12_B.png	stim_7_B.png
87	2.2592529	11	3	Delay	Pred	1	1	1	0.2592529	stim_6_B.png	stim_5_B.png
91.5	2.3840899	12	3	Delay	Pred	1	2	2	0.3840899	stim_6_B.png	stim_10_B.png
96	2.3882741	13	3	Delay	Pred	1	2	2	0.3882741	stim_6_B.png	stim_10_B.png
100.5	2.4798091	14	3	Delay	Pred	2	1	3	0.4798091	stim_2_B.png	stim_3_B.png
105	2.5804254	15	3	Delay	Pred	2	2	4	0.5804254	stim_2_B.png	stim_4_B.png
127.5	2.3832628	16	4	Delay	NonPred	4	1	7	0.3832628	stim_11_B.png	stim_9_B.png
132	2.4370558	17	4	Delay	NonPred	4	1	8	0.4370558	stim_11_B.png	stim_1_B.png
136.5	2.7531296	18	4	Delay	NonPred	3	2	5	0.7531296	stim_12_B.png	stim_8_B.png
141	2.001882541	19	4	Delay	NonPred	3	2	5	0.001882541	stim_12_B.png	stim_8_B.png
145.5	2.1761498	20	4	Delay	NonPred	4	2	8	0.1761498	stim_11_B.png	stim_1_B.png
168	2.7171333	21	5	Delay	Pred	1	1	1	0.7171333	stim_6_B.png	stim_5_B.png
172.5	2.001920127	22	5	Delay	Pred	1	1	1	0.001920127	stim_6_B.png	stim_5_B.png
177	2.6679562	23	5	Delay	Pred	2	1	3	0.6679562	stim_2_B.png	stim_3_B.png
181.5	2.5	24	5	Delay	Pred	1	0	0	n/a	stim_6_B.png	n/a
186	2.002009298	25	5	Delay	Pred	1	1	1	0.002009298	stim_6_B.png	stim_5_B.png
208.5	2.5107926	26	6	Delay	NonPred	4	2	7	0.5107926	stim_11_B.png	stim_9_B.png
213	3.171881	27	6	Delay	NonPred	3	2	5	1.171881	stim_12_B.png	stim_8_B.png
217.5	2.6000164	28	6	Delay	NonPred	4	2	8	0.6000164	stim_11_B.png	stim_1_B.png
222	2.5087256	29	6	Delay	NonPred	3	2	6	0.5087256	stim_12_B.png	stim_7_B.png
226.5	2.6797715	30	6	Delay	NonPred	4	2	7	0.6797715	stim_11_B.png	stim_9_B.png
249	2.8748253	31	7	Delay	Pred	1	2	2	0.8748253	stim_6_B.png	stim_10_B.png
253.5	2.3203428	32	7	Delay	Pred	2	1	3	0.3203428	stim_2_B.png	stim_3_B.png
258	2.7965655	33	7	Delay	Pred	1	1	1	0.7965655	stim_6_B.png	stim_5_B.png
262.5	2.5524841	34	7	Delay	Pred	2	2	4	0.5524841	stim_2_B.png	stim_4_B.png
267	2.8280286	35	7	Delay	Pred	2	2	4	0.8280286	stim_2_B.png	stim_4_B.png
289.5	3.063775	36	8	Delay	NonPred	4	1	8	1.063775	stim_11_B.png	stim_1_B.png
294	2.5007582	37	8	Delay	NonPred	3	1	6	0.5007582	stim_12_B.png	stim_7_B.png
298.5	2.5	38	8	Delay	NonPred	3	0	0	n/a	stim_12_B.png	n/a
303	2.4215607	39	8	Delay	NonPred	4	1	7	0.4215607	stim_11_B.png	stim_9_B.png
307.5	3.472649	40	8	Delay	NonPred	4	2	7	1.472649	stim_11_B.png	stim_9_B.png
