onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.3491235	1	1	Delay	NonPred	3	2	5	0.3491235
10.5	2.2094297	2	1	Delay	NonPred	4	2	7	0.2094297
15	2.000253339	3	1	Delay	NonPred	3	1	5	0.000253339
19.5	2.2747426	4	1	Delay	NonPred	4	1	7	0.2747426
24	2.000243632	5	1	Delay	NonPred	3	2	5	0.000243632
46.5	2.330125	6	2	Delay	Pred	1	1	1	0.330125
51	2.4153517	7	2	Delay	Pred	2	2	4	0.4153517
55.5	2.3945256	8	2	Delay	Pred	2	2	4	0.3945256
60	2.1911381	9	2	Delay	Pred	2	2	4	0.1911381
64.5	2.3531238	10	2	Delay	Pred	2	2	4	0.3531238
87	3.461693	11	3	Delay	NonPred	3	2	5	1.461693
91.5	2.266608	12	3	Delay	NonPred	3	2	6	0.266608
96	2.000246413	13	3	Delay	NonPred	4	2	8	0.000246413
100.5	2.4513072	14	3	Delay	NonPred	4	1	7	0.4513072
105	2.4710638	15	3	Delay	NonPred	3	1	6	0.4710638
127.5	2.000245122	16	4	Delay	Pred	1	2	2	0.000245122
132	2.2463444	17	4	Delay	Pred	2	2	4	0.2463444
136.5	2.01991323	18	4	Delay	Pred	2	1	3	0.01991323
141	2.000282614	19	4	Delay	Pred	1	1	1	0.000282614
145.5	2.000257581	20	4	Delay	Pred	1	2	2	0.000257581
168	2.8164841	21	5	Delay	NonPred	4	2	8	0.8164841
172.5	2.2189032	22	5	Delay	NonPred	4	2	8	0.2189032
177	2.02384375	23	5	Delay	NonPred	3	1	6	0.02384375
181.5	2.2844819	24	5	Delay	NonPred	4	2	7	0.2844819
186	3.392284	25	5	Delay	NonPred	4	1	7	1.392284
208.5	2.349287	26	6	Delay	Pred	1	1	1	0.349287
213	2.2638347	27	6	Delay	Pred	2	2	4	0.2638347
217.5	2.000257396	28	6	Delay	Pred	1	2	2	0.000257396
222	2.0653794	29	6	Delay	Pred	1	1	1	0.0653794
226.5	2.000252704	30	6	Delay	Pred	1	2	2	0.000252704
249	2	31	7	Delay	NonPred	3	0	0	n/a
253.5	2.292628	32	7	Delay	NonPred	4	2	8	0.292628
258	2.1123094	33	7	Delay	NonPred	4	1	8	0.1123094
262.5	2.2366885	34	7	Delay	NonPred	3	2	6	0.2366885
267	2.6650227	35	7	Delay	NonPred	3	1	6	0.6650227
289.5	2.285573	36	8	Delay	Pred	2	1	4	0.285573
294	2.000328896	37	8	Delay	Pred	2	1	3	0.000328896
298.5	2.000254727	38	8	Delay	Pred	1	2	2	0.000254727
303	2	39	8	Delay	Pred	1	0	0	n/a
307.5	2.1977039	40	8	Delay	Pred	2	2	4	0.1977039
