onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.2784792	1	1	NoDelay	Pred	6	2	12	0.2784792
10.5	2.315148	2	1	NoDelay	Pred	6	1	11	0.315148
15	2.1987748	3	1	NoDelay	Pred	5	2	10	0.1987748
19.5	2.1865666	4	1	NoDelay	Pred	5	1	9	0.1865666
24	2.000254599	5	1	NoDelay	Pred	5	2	10	0.000254599
46.5	2.2506677	6	2	NoDelay	NonPred	7	1	13	0.2506677
51	2.166993	7	2	NoDelay	NonPred	8	2	15	0.166993
55.5	2.05947532	8	2	NoDelay	NonPred	7	2	13	0.05947532
60	2.08635629	9	2	NoDelay	NonPred	8	1	16	0.08635629
64.5	2.3703865	10	2	NoDelay	NonPred	8	1	16	0.3703865
87	2	11	3	NoDelay	Pred	6	0	0	n/a
91.5	2.000245636	12	3	NoDelay	Pred	6	2	12	0.000245636
96	2.2876968	13	3	NoDelay	Pred	5	2	10	0.2876968
100.5	2.2760329	14	3	NoDelay	Pred	5	1	9	0.2760329
105	2.00024507	15	3	NoDelay	Pred	6	2	12	0.00024507
127.5	2.2925031	16	4	NoDelay	NonPred	7	2	14	0.2925031
132	2.000252515	17	4	NoDelay	NonPred	8	1	16	0.000252515
136.5	2.1884244	18	4	NoDelay	NonPred	7	1	14	0.1884244
141	2.3831607	19	4	NoDelay	NonPred	7	2	13	0.3831607
145.5	2.08358813	20	4	NoDelay	NonPred	8	2	15	0.08358813
168	2.3276085	21	5	NoDelay	Pred	6	2	12	0.3276085
172.5	2.3395479	22	5	NoDelay	Pred	6	2	12	0.3395479
177	2.2724807	23	5	NoDelay	Pred	6	1	11	0.2724807
181.5	2.000243145	24	5	NoDelay	Pred	6	1	11	0.000243145
186	2.2658575	25	5	NoDelay	Pred	5	2	10	0.2658575
208.5	2.3084744	26	6	NoDelay	NonPred	8	2	15	0.3084744
213	2.05761824	27	6	NoDelay	NonPred	8	1	15	0.05761824
217.5	2.1492073	28	6	NoDelay	NonPred	8	1	16	0.1492073
222	2.2814249	29	6	NoDelay	NonPred	8	1	16	0.2814249
226.5	2.005758749	30	6	NoDelay	NonPred	7	2	14	0.005758749
249	3.153475	31	7	NoDelay	Pred	5	2	9	1.153475
253.5	2.2937525	32	7	NoDelay	Pred	5	2	10	0.2937525
258	2.000261471	33	7	NoDelay	Pred	5	2	10	0.000261471
262.5	3.477979	34	7	NoDelay	Pred	6	2	12	1.477979
267	2.2821172	35	7	NoDelay	Pred	5	2	10	0.2821172
289.5	2.3263482	36	8	NoDelay	NonPred	7	1	13	0.3263482
294	2.08124468	37	8	NoDelay	NonPred	7	2	14	0.08124468
298.5	2.62931	38	8	NoDelay	NonPred	7	2	13	0.62931
303	2.9139508	39	8	NoDelay	NonPred	7	1	14	0.9139508
307.5	2.3730394	40	8	NoDelay	NonPred	8	1	15	0.3730394
