onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.7474089	1	1	NoDelay	NonPred	7	2	13	0.7474089
10.5	2.6223169	2	1	NoDelay	NonPred	8	1	16	0.6223169
15	2.5546559	3	1	NoDelay	NonPred	7	2	14	0.5546559
19.5	2.6304067	4	1	NoDelay	NonPred	8	1	15	0.6304067
24	2	5	1	NoDelay	NonPred	8	0	0	n/a
46.5	2.4937234	6	2	NoDelay	Pred	5	1	9	0.4937234
51	2.3871063	7	2	NoDelay	Pred	6	2	12	0.3871063
55.5	2.001414107	8	2	NoDelay	Pred	6	1	11	0.001414107
60	2.00078719	9	2	NoDelay	Pred	6	2	12	0.00078719
64.5	2.00146884	10	2	NoDelay	Pred	6	1	11	0.00146884
87	2.4190966	11	3	NoDelay	NonPred	7	2	14	0.4190966
91.5	2.4388582	12	3	NoDelay	NonPred	8	1	16	0.4388582
96	2.3958319	13	3	NoDelay	NonPred	7	2	13	0.3958319
100.5	2.3750017	14	3	NoDelay	NonPred	8	1	15	0.3750017
105	2.3960935	15	3	NoDelay	NonPred	7	2	14	0.3960935
127.5	2.575498	16	4	NoDelay	Pred	6	2	12	0.575498
132	2.4521659	17	4	NoDelay	Pred	5	1	9	0.4521659
136.5	2.4879848	18	4	NoDelay	Pred	5	2	10	0.4879848
141	2.6607052	19	4	NoDelay	Pred	6	1	11	0.6607052
145.5	2.4475556	20	4	NoDelay	Pred	5	2	10	0.4475556
168	2	21	5	NoDelay	NonPred	8	0	0	n/a
172.5	2.3442201	22	5	NoDelay	NonPred	7	2	14	0.3442201
177	2.332981	23	5	NoDelay	NonPred	7	1	14	0.332981
181.5	2.3771254	24	5	NoDelay	NonPred	8	2	15	0.3771254
186	2.6055599	25	5	NoDelay	NonPred	7	1	13	0.6055599
208.5	2.209515	26	6	NoDelay	Pred	5	2	9	0.209515
213	2.4209292	27	6	NoDelay	Pred	5	1	9	0.4209292
217.5	2.448772	28	6	NoDelay	Pred	6	2	12	0.448772
222	2.3405815	29	6	NoDelay	Pred	5	1	9	0.3405815
226.5	2.3537036	30	6	NoDelay	Pred	6	2	12	0.3537036
249	2.4461534	31	7	NoDelay	NonPred	7	2	13	0.4461534
253.5	2.4173583	32	7	NoDelay	NonPred	8	1	16	0.4173583
258	2.3403839	33	7	NoDelay	NonPred	8	2	15	0.3403839
262.5	2.4662726	34	7	NoDelay	NonPred	7	1	14	0.4662726
267	2.5172433	35	7	NoDelay	NonPred	8	2	16	0.5172433
289.5	2.4020891	36	8	NoDelay	Pred	5	2	10	0.4020891
294	2.7985241	37	8	NoDelay	Pred	5	1	9	0.7985241
298.5	2.7152082	38	8	NoDelay	Pred	5	2	10	0.7152082
303	2.4942312	39	8	NoDelay	Pred	6	1	11	0.4942312
307.5	2.4184074	40	8	NoDelay	Pred	6	2	12	0.4184074
