onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.4870279	1	1	NoDelay	Pred	6	2	12	0.4870279
10.5	2.4353514	2	1	NoDelay	Pred	5	1	9	0.4353514
15	2.6228371	3	1	NoDelay	Pred	6	2	12	0.6228371
19.5	2.5635287	4	1	NoDelay	Pred	5	1	9	0.5635287
24	2.4467231	5	1	NoDelay	Pred	6	2	12	0.4467231
46.5	2.4349879	6	2	NoDelay	NonPred	8	1	15	0.4349879
51	2.4538158	7	2	NoDelay	NonPred	8	2	16	0.4538158
55.5	2.3222853	8	2	NoDelay	NonPred	7	1	13	0.3222853
60	2.3509923	9	2	NoDelay	NonPred	8	2	16	0.3509923
64.5	2.2905553	10	2	NoDelay	NonPred	7	1	14	0.2905553
87	2.3028294	11	3	NoDelay	Pred	5	2	10	0.3028294
91.5	2.3217886	12	3	NoDelay	Pred	5	1	10	0.3217886
96	2.3119037	13	3	NoDelay	Pred	5	2	10	0.3119037
100.5	2.3467099	14	3	NoDelay	Pred	6	1	11	0.3467099
105	2.3340688	15	3	NoDelay	Pred	5	2	10	0.3340688
127.5	2.3718291	16	4	NoDelay	NonPred	7	1	14	0.3718291
132	2.367062	17	4	NoDelay	NonPred	8	2	16	0.367062
136.5	2.3233976	18	4	NoDelay	NonPred	7	1	13	0.3233976
141	2.3192072	19	4	NoDelay	NonPred	8	2	15	0.3192072
145.5	2.2979309	20	4	NoDelay	NonPred	7	1	14	0.2979309
168	2.3354211	21	5	NoDelay	Pred	5	1	9	0.3354211
172.5	2.07595639	22	5	NoDelay	Pred	6	2	12	0.07595639
177	2.3737737	23	5	NoDelay	Pred	6	1	11	0.3737737
181.5	2.3222174	24	5	NoDelay	Pred	6	2	12	0.3222174
186	2.3264023	25	5	NoDelay	Pred	6	1	11	0.3264023
208.5	2.3226298	26	6	NoDelay	NonPred	7	2	13	0.3226298
213	2.3588706	27	6	NoDelay	NonPred	8	1	15	0.3588706
217.5	2.2192035	28	6	NoDelay	NonPred	8	2	16	0.2192035
222	2.309813	29	6	NoDelay	NonPred	7	1	14	0.309813
226.5	2.3312525	30	6	NoDelay	NonPred	7	2	13	0.3312525
249	2.3278787	31	7	NoDelay	Pred	5	1	9	0.3278787
253.5	2.3236699	32	7	NoDelay	Pred	5	2	10	0.3236699
258	2.2959763	33	7	NoDelay	Pred	5	1	9	0.2959763
262.5	2.290423	34	7	NoDelay	Pred	6	2	12	0.290423
267	2.3901425	35	7	NoDelay	Pred	6	1	11	0.3901425
289.5	2.5859317	36	8	NoDelay	NonPred	8	2	16	0.5859317
294	2.2781808	37	8	NoDelay	NonPred	8	1	15	0.2781808
298.5	2.3155134	38	8	NoDelay	NonPred	8	2	15	0.3155134
303	2.3822261	39	8	NoDelay	NonPred	7	1	14	0.3822261
307.5	2.4263726	40	8	NoDelay	NonPred	7	2	13	0.4263726
