onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.4047348	1	1	NoDelay	NonPred	8	2	15	0.4047348
10.5	2.3685603	2	1	NoDelay	NonPred	7	1	13	0.3685603
15	2.373102	3	1	NoDelay	NonPred	7	2	13	0.373102
19.5	2.4484484	4	1	NoDelay	NonPred	7	1	14	0.4484484
24	2.3793618	5	1	NoDelay	NonPred	7	2	14	0.3793618
46.5	2.360746	6	2	NoDelay	Pred	5	2	10	0.360746
51	2.4200745	7	2	NoDelay	Pred	6	1	12	0.4200745
55.5	2.001921714	8	2	NoDelay	Pred	5	2	10	0.001921714
60	2.309604	9	2	NoDelay	Pred	5	1	9	0.309604
64.5	2.3596509	10	2	NoDelay	Pred	6	2	12	0.3596509
87	2.4444708	11	3	NoDelay	NonPred	7	1	13	0.4444708
91.5	2.3516413	12	3	NoDelay	NonPred	8	2	15	0.3516413
96	2.3808415	13	3	NoDelay	NonPred	8	1	16	0.3808415
100.5	2.359447	14	3	NoDelay	NonPred	8	2	16	0.359447
105	2.3337299	15	3	NoDelay	NonPred	8	1	15	0.3337299
127.5	2.5905832	16	4	NoDelay	Pred	6	2	12	0.5905832
132	3.41943	17	4	NoDelay	Pred	6	1	11	1.41943
136.5	2.8488348	18	4	NoDelay	Pred	6	2	12	0.8488348
141	2.9725581	19	4	NoDelay	Pred	5	1	9	0.9725581
145.5	2.4329282	20	4	NoDelay	Pred	6	2	12	0.4329282
168	2.4054706	21	5	NoDelay	NonPred	7	1	13	0.4054706
172.5	2.320995	22	5	NoDelay	NonPred	8	2	16	0.320995
177	2.4603187	23	5	NoDelay	NonPred	7	1	13	0.4603187
181.5	2.3054039	24	5	NoDelay	NonPred	8	2	15	0.3054039
186	2.3975921	25	5	NoDelay	NonPred	7	1	14	0.3975921
208.5	2.2896467	26	6	NoDelay	Pred	6	2	12	0.2896467
213	2.4926676	27	6	NoDelay	Pred	6	1	11	0.4926676
217.5	2.3038002	28	6	NoDelay	Pred	5	2	10	0.3038002
222	2.3716332	29	6	NoDelay	Pred	6	1	11	0.3716332
226.5	2.3761898	30	6	NoDelay	Pred	5	2	10	0.3761898
249	2.3558199	31	7	NoDelay	NonPred	7	2	14	0.3558199
253.5	2.7608709	32	7	NoDelay	NonPred	7	1	14	0.7608709
258	2.4278863	33	7	NoDelay	NonPred	8	2	16	0.4278863
262.5	2.4015723	34	7	NoDelay	NonPred	8	1	16	0.4015723
267	2.3571996	35	7	NoDelay	NonPred	8	2	15	0.3571996
289.5	2.4479228	36	8	NoDelay	Pred	5	1	9	0.4479228
294	2.3476648	37	8	NoDelay	Pred	5	2	10	0.3476648
298.5	2.4088506	38	8	NoDelay	Pred	5	1	9	0.4088506
303	2.3177479	39	8	NoDelay	Pred	5	2	10	0.3177479
307.5	2.6252088	40	8	NoDelay	Pred	6	1	11	0.6252088
